ARMO_FormID	ARMO_EDID	ARMO_FULL	BOD2_FirstPersonFlags	BOD2_FirstPersonFlagLabels	Keywords_EDID_Flat
00451C8D	CUT_ATX_Headwear_TruckerHat_VTU	Worn VTU Trucker Hat	30|46	Hair Top|Headband	
00451CB4	ATX_Headwear_TruckerHat_Tricentennial_Clean	Tricentennial Trucker Cap	30|46	Hair Top|Headband	
00451CA8	ATX_Headwear_TruckerHat_Mothman_Clean	Mothman Trucker Cap	30|46	Hair Top|Headband	
00451CB7	CUT_ATX_Headwear_TruckerHat_WVOutline	Worn WVa Trucker Hat	30|46	Hair Top|Headband	
00451C9F	CUT_ATX_Headwear_TruckerHat_GarrahanMining	Worn Garrahan Trucker Hat	30|46	Hair Top|Headband	
00451CB1	CUT_ATX_Headwear_TruckerHat_Tricentennial	Worn Tricentennial Trucker Hat	30|46	Hair Top|Headband	
00451CAE	ATX_Headwear_TruckerHat_RobCo_Clean	RobCo Trucker Cap	30|46	Hair Top|Headband	
00452099	ATX_Headwear_HuntingCap	Hunting Cap	30|31|46	Hair Top|Hair Long|Headband	
0045209E	ATX_Headwear_HuntingCap_FlapUp	Lifted Hunting Cap	30|46	Hair Top|Headband	
0045209B	CUT_ATX_Headwear_HuntingCap_FlapUp	Plaid Hunting Cap Ears Hot	30|46	Hair Top|Headband	
00452096	CUT_ATX_Headwear_HuntingCap	Plaid Hunting Cap	30|46	Hair Top|Headband	
00452A0A	ATX_Clothes_PoodleSkirt	Poodle Skirt and Blouse	57	Coverall	
00452A08	CUT_ATX_Clothes_PoodleSkirt	Poodle Skirt	57	Coverall	
00452A0F	ATX_Headwear_PoodleSkirtGlasses	Hip Glasses	47	Eyes	
00452A0C	CUT_ATX_Headwear_PoodleSkirtGlasses	Poodle Skirt Glasses	47	Eyes	
004530A4	ATX_Clothes_DenimSuit	Denim Suit	57	Coverall	
004530A3	CUT_ATX_Clothes_DenimCanadianTuxedo	Denim Canadian Tuxedo	57	Coverall	
00487833	Armor_PowerArmor_T51_Torso_NONPLAYABLE	T-51b Chest Piece	41	[A] Torso	
00487830	Armor_PowerArmor_T51_Helmet_NONPLAYABLE	T-51b Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
00487832	Armor_PowerArmor_T51_LegRight_NONPLAYABLE	T-51b Right Leg	45	[A] R Leg	
0048782F	Armor_PowerArmor_T51_ArmRight_NONPLAYABLE	T-51b Right Arm	43	[A] R Arm	
0048782E	Armor_PowerArmor_T51_ArmLeft_NONPLAYABLE	T-51b Left Arm	42	[A] L Arm	
00487831	Armor_PowerArmor_T51_LegLeft_NONPLAYABLE	T-51b Left Leg	44	[A] L Leg	
0048D274	ATX_Armor_PowerArmor_PlagueRider_ArmLeft	PlagueRider Left Arm	42	[A] L Arm	
0048D279	ATX_Armor_PowerArmor_PlagueRider_Torso	PlagueRider Torso	41	[A] Torso	
0048D276	ATX_Armor_PowerArmor_PlagueRider_Helmet	PlagueRider Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
0048D275	ATX_Armor_PowerArmor_PlagueRider_ArmRight	PlagueRider Right Arm	43	[A] R Arm	
0048D278	ATX_Armor_PowerArmor_PlagueRider_LegRight	PlagueRider Right Leg	45	[A] R Leg	
0048D277	ATX_Armor_PowerArmor_PlagueRider_LegLeft	PlagueRider Left Leg	44	[A] L Leg	
0048D2FD	CUT_ATX_Clothes_PantsSuit_VaultTec	Vault-Tec Pants Suit	57	Coverall	
0048D2FA	ATX_Clothes_PantSuit_Pink	Pink Pant Suit	57	Coverall	
0048D2F4	ATX_Clothes_PantSuit_Camouflage	Camouflage Pant Suit	57	Coverall	
0048D300	ATX_Clothes_PantSuit_VaultTec	Vault-Tec Pant Suit	57	Coverall	
0048D2F7	CUT_ATX_Clothes_PantsSuit_Pink	Pink Pants Suit	57	Coverall	
0048D306	ATX_Clothes_PantSuit_Tropical	Tropical Summer Pant Suit	57	Coverall	
0048D30C	ATX_Clothes_PantSuit_Rhododendron	Rhododendron Pant Suit	57	Coverall	
0048D2F1	CUT_ATX_Clothes_PantsSuit_Camouflage	Camouflage Pants Suit	57	Coverall	
0048D303	CUT_ATX_Clothes_PantsSuit_Tropical	Tropical Summer Pants Suit	57	Coverall	
0048D309	CUT_ATX_Clothes_PantsSuit_Tulip	Tulip Sky Blue Pants Suit	57	Coverall	
0048D6EF	zzz_Debug_Legendary1_Armor_Combat_Torso_Chameleon	Junk	41	[A] Torso	
00490054	ATX_Armor_PowerArmor_PaleRider_ArmRight	T-51b Right Arm	43	[A] R Arm	
00490053	ATX_Armor_PowerArmor_PaleRider_ArmLeft	T-51b Left Arm	42	[A] L Arm	
00490056	ATX_Armor_PowerArmor_PaleRider_LegLeft	T-51b Left Leg	44	[A] L Leg	
00490057	ATX_Armor_PowerArmor_PaleRider_LegRight	T-51b Right Leg	45	[A] R Leg	
00490058	ATX_Armor_PowerArmor_PaleRider_Torso	T-51b Chest Piece	41	[A] Torso	
00490055	ATX_Armor_PowerArmor_PaleRider_Helmet	T-51b Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
004909E0	zzzATX_PipBoy2000_VTU	Pip-Boy 2000 VTU	60	Pipboy	
004909DF	zzzATX_PipBoy2000_VaultTec	Pip-Boy 2000 Vault-Tec	60	Pipboy	
004909DD	zzzATX_PipBoy2000_PinkAndChrome	Pip-Boy 2000 Pink And Chrome	60	Pipboy	
004909DA	zzzATX_PipBoy2000_Black	Pip-Boy 2000 Black	60	Pipboy	
004909D9	zzzATX_PipBoy2000_BabyBlueAndChrome	Pip-Boy 2000 Baby Blue And Chrome	60	Pipboy	
004909DB	zzzATX_PipBoy2000_Enclave	Pip-Boy 2000 Enclave	60	Pipboy	
004909DC	zzzATX_PipBoy2000_Grey	Pip-Boy 2000 Grey	60	Pipboy	
004909DE	zzzATX_PipBoy2000_RedRocket	Pip-Boy 2000 Red Rocket	60	Pipboy	
004909E8	zzzATX_PipBoy2000_SugarBombs	Pip-Boy 2000 Sugar Bombs	60	Pipboy	
00492047	ATX_Clothes_VaultTecBomberJacket	Vault-Tec Bomber Jacket	57	Coverall	
00492051	ATX_Clothes_WhiteTux	White Tuxedo	57	Coverall	
00492054	ATX_Clothes_WhiteBlackTux	Black and White Tuxedo	57	Coverall	
00493164	zzz_Debug_Legendary4_Armor_Combat_Torso_OnMeleeDisarm	Junk	41	[A] Torso	
00494188	ATX_Armor_Casual_Underarmor_TrackSuitGrafton	Grafton High Tracksuit Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
004942A5	ATX_Clothes_TourGuide	Tour Guide Outfit	57	Coverall	
004952CD	ATX_Headwear_ChristmasElfHat	Festive Elf Hat	30|31|46	Hair Top|Hair Long|Headband	
004952CB	ATX_Clothes_ChristmasElf	Festive Elf Outfit	57	Coverall	
00496FC4	Clothes_PantSuit_BlackJackolantern	Jack O'Lantern Pant Suit	57	Coverall	
00499F41	Headwear_HardHat_White	White Hard Hat	30|46	Hair Top|Headband	
00499F40	Headwear_HardHat_Red	Red Hard Hat	30|46	Hair Top|Headband	
00499F3B	Headwear_HardHat_FuzzyTeal	Mr. Fuzzy Teal Hard Hat	30|46	Hair Top|Headband	
00499F37	Headwear_HardHat_Black	Black Hard Hat	30|46	Hair Top|Headband	
00499F3F	Headwear_HardHat_Pink	Pink Hard Hat	30|46	Hair Top|Headband	
00499F3E	Headwear_HardHat_Orange	Orange Hard Hat	30|46	Hair Top|Headband	
00499F39	Headwear_HardHat_Blue	Blue Hard Hat	30|46	Hair Top|Headband	
00499F3A	Headwear_HardHat_FuzzyYellow	Mr. Fuzzy Yellow Hard Hat	30|46	Hair Top|Headband	
00499F3D	Headwear_HardHat_Grey	Grey Hard Hat	30|46	Hair Top|Headband	
00499F38	Headwear_HardHat_FuzzyRed	Mr. Fuzzy Red Hard Hat	30|46	Hair Top|Headband	
0046FDEE	ATX_Headwear_StarletSniper	Starlet Sniper Hat	30|46	Hair Top|Headband	
0046FDEC	ATX_Clothes_StarletSniper	Starlet Sniper Outfit	57	Coverall	
00470FF7	ATX_Headwear_AntlerBoneHeadBand	Bone Antler Headband	46	Headband	
004711B7	Clothes_PantSuit_Jaguar	Jaguar Pant Suit	57	Coverall	
004711D4	ATX_Headwear_LumberjackHat	Lumberjack Hat	30|31|46	Hair Top|Hair Long|Headband	
004711D3	ATX_Clothes_Lumberjack	Lumberjack Outfit	57	Coverall	
0047137C	ATX_Clothes_RobcoSandalsTShorts	RobCo T-shirt and Shorts	57	Coverall	
004713EE	ATX_Clothes_PantSuit_WayTooFestiveChristmas	Festive Winter Pant Suit	57	Coverall	
004713EB	ATX_Clothes_PantSuit_Plaid	Plaid Pant Suit	57	Coverall	
004716B9	ATX_Armor_Casual_Underarmor_TrackSuitVTU	VTU Tracksuit Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
00471914	ATX_Clothes_ShortSuit_Camouflage	Camouflage Short Suit	57	Coverall	
00471DB1	ATX_Clothes_ShortSuit_Pink	Pink Short Suit	57	Coverall	
00471DB7	ATX_Clothes_ShortSuit_Rhododendron	Rhododendron Short Suit	57	Coverall	
00471DA8	Clothes_ShortSuit_BlackJackolantern	Jack O'Lantern Short Suit	57	Coverall	
00471DAB	ATX_Clothes_ShortSuit_Jaguar	Jaguar Short Suit	57	Coverall	
00471DAE	ATX_Clothes_ShortSuit_RedPlaid	Plaid Short Suit	57	Coverall	
00471DB4	ATX_Clothes_ShortSuit_Tropical	Tropical Summer Short Suit	57	Coverall	
00471DBA	ATX_Clothes_ShortSuit_VaultTec	Vault-Tec Short Suit	57	Coverall	
00471E40	ATX_Clothes_JeansVaultTee	VTU T-Shirt and Jeans	57	Coverall	
00472090	ATX_Headwear_FlapperHeadwrap	Flapper Headwrap	30|31|46	Hair Top|Hair Long|Headband	
00474985	ATX_Armor_PowerArmor_BlackRider_Torso	Black Rider Torso	41	[A] Torso	
00474981	ATX_Armor_PowerArmor_BlackRider_ArmRight	Black Rider Right Arm	43	[A] R Arm	
00474984	ATX_Armor_PowerArmor_BlackRider_LegRight	Black Rider Right Leg	45	[A] R Leg	
00474982	ATX_Armor_PowerArmor_BlackRider_Helmet	Black Rider Helm	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
00474980	ATX_Armor_PowerArmor_BlackRider_ArmLeft	Black Rider Left Arm	42	[A] L Arm	
00474983	ATX_Armor_PowerArmor_BlackRider_LegLeft	Black Rider Left Leg	44	[A] L Leg	
004749D3	ATX_Clothes_MrClaus	Mr. Claus' Suit	57	Coverall	
004749D7	ATX_Clothes_Unstoppables_MantaMan	Manta Man Costume	57	Coverall	
004749D5	ATX_Headwear_MrClausHat	Mr. Claus' Hat	30|31|46	Hair Top|Hair Long|Headband	
0047876A	Template_Armor_Backpack_Standard	TEMPLATE: Backpack	54	Backpack	
00478801	Template_Armor_Backpack_Frame	Frame Backpack	54	Backpack	
00479D39	SkinSheepsquatch		33|59|60	BODY|Shield|Pipboy	
0047EF3C	DEPRECATED_Armor_Backpack_Frame	Junk			
0047EF3B	DEPRECATED_Armor_Backpack_Standard	Junk			
0047D20A	ATX_Headwear_Unstoppables_TheInspector_Tophat	The Inspector's Top Hat	30|46	Hair Top|Headband	
0047D208	ATX_Clothes_Unstoppables_TheInspector	The Inspector Costume	57	Coverall	
00482120	ATX_Headwear_MrsClausHat	Mrs. Claus' Bonnet	30|31|46	Hair Top|Hair Long|Headband	
0048211E	ATX_Clothes_MrsClaus	Mrs. Claus' Dress	57	Coverall	
00467FA4	zzz_Test_Armor_BackPack_Default	backpack	54	Backpack	
00469D18	zzzHeadwear_FakeSheepsquatchHelmet		30|31|46|47|49	Hair Top|Hair Long|Headband|Eyes|Mouth	
00469D19	zzzClothes_FakeSheepsquatchOutfit		57	Coverall	
00469D1A	Headwear_SheepsquatchMascotHead	Sheepsquatch Mascot Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
00469D1B	Clothes_SheepsquatchMascotOutfit	Sheepsquatch Mascot Outfit	57	Coverall	
0045EC31	ATX_Headwear_SantaBeard	Mr. Claus' Beard	48|49	Beard|Mouth	
003EC600	ATX_Clothes_1950sCasualStylish	Roadtripper Blouse and Capris	57	Coverall	
003ECB59	ATX_Clothes_VintageCoat	Vintage Linen Coat	57	Coverall	
003EE3C0	ATX_Clothes_PrisonUniform	Prison Uniform	57	Coverall	
003EFC5B	Clothes_Arktos_Lab_Coat	Arktos Lab Coat	57	Coverall	
003F32BC	zzz_Headwear_FaschnachtMasks06_Moon	Faschnacht Moon Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
003F32BB	Headwear_Fasnacht_Mask_OldManWinter	Fasnacht Winter Man Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
003F32BA	Headwear_Fasnacht_Mask_Sun	Fasnacht Sun Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
003F510E	P01b_Mini_Robot_Hat	Hat, monogrammed B.B. Wolf	30|46	Hair Top|Headband	
003F5C49	Headwear_Fasnacht_Beret	Fasnacht Beret	30|46	Hair Top|Headband	
003F5C9F	zzzE01B_Encryptid_Clothes_SpySuit		57	Coverall	
003F6B58	Headwear_Fasnacht_Tyrolean_Hat	Fasnacht Tyrolean Hat	30|46	Hair Top|Headband	
003F73B1	ATX_Clothes_NukaGirlHelmet	Nuka-Girl Helmet	30|31|46|49	Hair Top|Hair Long|Headband|Mouth	
003F8392	ATX_Headwear_Fasnacht_OldManSummer	Fasnacht Old Man Summer Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
003F83FC	zzzATX_PipBoy2000_HunterOrange	Pip-Boy 2000 Hunter Orange	60	Pipboy	
003FA73B	SkinProtectronBeeKeeper		33|61	BODY|FX	
003FB9AE	Headwear_Sheepsquatch_Imposter_Helmet	Imposter Sheepsquatch Helmet	30|31|46	Hair Top|Hair Long|Headband	
003FB9AC	Clothes_Sheepsquatch_Imposter_Outfit	Imposter Sheepsquatch Outfit	57	Coverall	
003FC7DE	P01C_Tadpole_Clothes_PioneerScoutOutfit_Tadpole_Skirt	Pioneer Scout Tadpole Skirt	57	Coverall	
003FC7DD	P01C_Tadpole_Headwear_PioneerScout_Possum	Pioneer Scout Hat: Possum	30|46	Hair Top|Headband	
003FC7E5	P01C_Tadpole_Headwear_PioneerScout_Squirrel	Pioneer Scout Hat: Squirrel	30|46	Hair Top|Headband	
003FC7DC	P01C_Tadpole_Headwear_PioneerScout_Tadpole	Pioneer Scout Hat: Tadpole	30|46	Hair Top|Headband	
003FCC6E	ATX_Headwear_VaultGirlMask	Vault Girl Mascot Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
003FCC6C	ATX_Headwear_PrepperTrapper	Raider Scabber Mask	47|48|49	Eyes|Beard|Mouth	
003FE430	ATX_Headwear_RadOpossumHat	Rad Opossum Hat	30|46	Hair Top|Headband	
00402CB5	zzzATX_Armor_BackPack_03_Box_KeepOut	Standard Backpack	54	Backpack	
004044CF	ATX_Clothes_PrepperTrapper_1_Outfit	Survivalist's Outfit	57	Coverall	
004044D2	ATX_Headwear_PrepperTrapper_1_Mask	Survivalist's Mask	30|46|47|48|49	Hair Top|Headband|Eyes|Beard|Mouth	
00405835	ATX_Clothes_PrepperTrapper_2	Stalker Outfit	57	Coverall	
00406B8D	ATX_Headwear_Fasnacht_Moon	Fasnacht Moonshine Mama Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
00407E33	ATX_Headwear_ScientistGoggles	Scientist's Goggles	47	Eyes	
0040C211	SkinRadStagSickly		33	BODY	
0040D538	ATX_Clothes_AlbinoFur	Albino Fur Outfit	57	Coverall	
0040DEF8	ATX_TP_Armor_Casual_Underarmor_BowlingTeam	Bowling Team Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0040E0DF	ATX_Armor_Casual_Underarmor_RollerDerby	Roller Derby Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0040E408	ATX_Armor_Casual_Underarmor_TacticalOps	Tactical Ops Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0040E4BD	ATX_Armor_Casual_Underarmor_VintageFootball	Vintage Football Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0040E4BF	ATX_Headwear_VintageFootball	Vintage Football Helmet	30|31|46|47	Hair Top|Hair Long|Headband|Eyes	
0040FAC1	E01B_Encryptid_Clothes_WhiteFedora	White Wolf Fedora	30|46	Hair Top|Headband	
0040FE45	zzzClothes_PioneerScout_Shorts	Pionner Scout Shorts	57	Coverall	
0040FE46	zzzClothes_PioneerScout_Skirt	Pionner Scout Skirt	57	Coverall	
004102BE	ATX_Headwear_MothmanMaskMetal	Metal Mothman Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
004102BC	ATX_Headwear_MothmanMaskAlien	Alien Mothman Mask	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
004122C9	E01B_Encryptid_PlayerConduitVFX		61	FX	
00415795	P01C_Tadpole_Clothes_PioneerScoutOutfit_Tadpole_Shorts	Pioneer Scout Tadpole Shorts	57	Coverall	
00415796	P01C_Tadpole_Clothes_PioneerScoutOutfit_Possum_Unisex	Pioneer Scout Possum Uniform	57	Coverall	
00415798	P01C_Tadpole_Clothes_PioneerScoutOutfit_Squirrel_Shorts	Pioneer Scout Squirrel Shorts	57	Coverall	
00415797	P01C_Tadpole_Clothes_PioneerScoutOutfit_Possum_Skirt	Pioneer Scout Possum Skirt	57	Coverall	
00415799	P01C_Tadpole_Clothes_PioneerScoutOutfit_Squirrel_Skirt	Pioneer Scout Squirrel Skirt	57	Coverall	
00417A0F	zzzBackpack_01_BlackLeather		54	Backpack	
00417A0C	zzzBackpack_01_M				
00417A0A	zzzzBackpack_01_Military		54	Backpack	
00417A0B	zzzBackpack_01_GO				
00417A0E	zzzBackpack_01_BlackCloth		54	Backpack	
00417A10	zzzBackpack_01_BrownLeather		54	Backpack	
00417A0D	zzzBackpack_01_F				
0041A1F1	ATX_Headwear_PlagueDoctorMask_GO				
0041A1F0	ATX_Headwear_PlagueDoctorMask	Plague Doctor Mask	47|48|49	Eyes|Beard|Mouth	
0041A1EF	zzz_ATX_Headwear_PlagueDoctorMask_Female	Plague Doctor Mask	47|48|49	Eyes|Beard|Mouth	
0041A509	ATX_Clothes_HunterSafetyVest1	Hunter Safety Vest Orange Outfit	57	Coverall	
0041A50E	ATX_Headwear_HunterSafetyVest2	Hunter Safety Beige Hat	30|46	Hair Top|Headband	
0041A50C	ATX_Clothes_HunterSafetyVest2	Hunter Safety Vest Red Outfit	57	Coverall	
0041A507	ATX_Headwear_HunterSafetyVest1	Hunter Safety Orange Hat	30|46	Hair Top|Headband	
0041B8B2	P01L_MotivationalCollar	Motivational Collar	50	Neck	
0041A70D	ATX_Headwear_Mask_Skull_Female				
0041A70E	ATX_Headwear_SkullMask	Skull Mask	47|49	Eyes|Mouth	
0041A70C	ATX_Headwear_Mask_Skull_Male				
0041A70B	ATX_Headwear_Mask_Skull_GO				
0041B724	ATX_Headwear_EasterBunnyMascot	Easter Bunny Mascot	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0041B722	ATX_Headwear_EasterBonnet	Easter Bonnet	30|46	Hair Top|Headband	
0041B984	ATX_Headwear_DevilVaultGirlMask	Devil Vault Girl Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0041B982	ATX_Headwear_PumpkinVaultGirlMask	Pumpkin Vault Girl Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
00421205	ZZZBackPack_12_NukaCola	BackPack_12_NukaCola	54	Backpack	
004219F7	zzzATX_Armor_BackPack_05_Cooler_Vim	BackPack_05_Vim	54	Backpack	
004219F6	zzzATX_Armor_BackPack_05_Cooler_NukaCola	Standard Backpack	54	Backpack	
0041F4F0	ATX_Clothes_SheepsquatchMascotOutfit_Black	Baaaad News Billy Suit	57	Coverall	
0041F4EF	ATX_Headwear_SheepsquatchMascotHead_Black	Baaaad News Billy Head	30|31|46|47|48|49	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth	
0041FF91	ATX_Armor_PowerArmor_ExcavatorRaider_LegRight	Bone Raider Right Leg	45	[A] R Leg	
0041FF92	ATX_Armor_PowerArmor_ExcavatorRaider_LegLeft	Bone Raider Left Leg	44	[A] L Leg	
0041FF95	ATX_Armor_PowerArmor_ExcavatorRaider_Helmet	Bone Raider Helmet	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
0041FF94	ATX_Armor_PowerArmor_ExcavatorRaider_ArmRight	Bone Raider Right Arm	43	[A] R Arm	
0041FF90	ATX_Armor_PowerArmor_ExcavatorRaider_Torso	Bone Raider Torso	41	[A] Torso	
0041FF93	ATX_Armor_PowerArmor_ExcavatorRaider_ArmLeft	Bone Raider Left Arm	42	[A] L Arm	
00424551	zzzArmor_Babylon_Intro_VaultSuit51_Underarmor_NotPlayable		33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
004245F7	zzzATX_Armor_BackPack_05_Cooler_HazMat	Standard Backpack	54	Backpack	
004245F5	zzzATX_Armor_BackPack_05_Cooler_Nukashine	Nukashine Cooler Backpack	54	Backpack	
00424FE0	ATX_Clothes_CryptidEnthusiast	Cryptid Enthusiast Outfit	57	Coverall	
00424FDE	ATX_Headwear_CryptidEnthusiast	Cryptid Enthusiast Hat	30|46	Hair Top|Headband	
00425CB7	ATX_Armor_Casual_Underarmor_MaskedWrestler	Masked Wrestler Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
00425CB5	ATX_Headwear_MaskedWrestler	Wrestler Mask	30|31|46|47|48	Hair Top|Hair Long|Headband|Eyes|Beard	
00425D4F	ATX_Headwear_TinfoilSuit	Conspiracy Hat	30|46	Hair Top|Headband	
00425D51	ATX_Armor_Casual_Underarmor_TinfoilSuit	Conspiracy Suit Underarmor	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
0042F5D2	W05_MQR_203P_Headwear_DudExplosiveCollar	Dud Explosive Collar	50	Neck	
0053820A	W05_Armor_HazmatSuit_NONPLAYABLE	Hazmat Suit	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Eyes|Beard|Mouth|Coverall	
004270FE	P01C_Tadpole_Clothes_PioneerScoutOutfit_Tadpole_Unisex	Pioneer Scout Tadpole Uniform	57	Coverall	
00427101	P01C_Tadpole_Clothes_PioneerScoutOutfit_Possum_Shorts	Pioneer Scout Possum Shorts	57	Coverall	
00427334	zzzATX_Armor_Backpack_Hardcase_Corvega	Standard Backpack	54	Backpack	
0037D2A1	Babylon_Armor_VaultSuit51_Underarmor	Vault 51 Jumpsuit	33|36|37|38|39|40	BODY|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg	
00439F01	zzz_Armor_Babylon_EnclaveScoutUniform_ArmorSet	Invalid Item	41|42|43|44|45|57	[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Coverall	
00439F00	ZZZ_Armor_Babylon_DLC03_Marine_ArmorSet	Invalid Item	41|42|43|44|45|57	[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Coverall	
00439F02	zzzArmor_Babylon_Wood_ArmorSet	Invalid Item	41|42|43|44|45|57	[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Coverall	
0043CF3F	Babylon_Headwear_GladiatorMask	Gladiator Mask	30|31|46|47	Hair Top|Hair Long|Headband|Eyes	
0043CF41	Babylon_Headwear_MakeshiftRoninHelmet	Makeshift Ronin Helmet	30|31|46|47|48|49|50	Hair Top|Hair Long|Headband|Eyes|Beard|Mouth|Neck	
0043CF40	Babylon_Headwear_CenturionHelmet	Centurion Helmet	30|31|46|47|48|52	Hair Top|Hair Long|Headband|Eyes|Beard|Scalp	
00472D13	zzzArmor_PowerArmor_T51_Torso_Babylon	Invalid Item	41	[A] Torso	
00472D11	zzzArmor_PowerArmor_T51_LegLeft_Babylon	Invalid Item	44	[A] L Leg	
00472D12	zzzArmor_PowerArmor_T51_LegRight_Babylon	Invalid Item	45	[A] R Leg	
00472D0E	zzzArmor_PowerArmor_T51_ArmLeft_Babylon	Invalid Item	42	[A] L Arm	
00472D0F	zzzArmor_PowerArmor_T51_ArmRight_Babylon	Invalid Item	43	[A] R Arm	
00472D10	zzzArmor_PowerArmor_T51_Helmet_Babylon	Invalid Item	30|31|32|46|47|48|49|50|52	Hair Top|Hair Long|FaceGen Head|Headband|Eyes|Beard|Mouth|Neck|Scalp	
0045CBBE	zzz_Armor_Babylon_HazmatSuit	Invalid Item	30|31|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|57	Hair Top|Hair Long|BODY|L Hand|R Hand|[U] Torso|[U] L Arm|[U] R Arm|[U] L Leg|[U] R Leg|[A] Torso|[A] L Arm|[A] R Arm|[A] L Leg|[A] R Leg|Headband|Eyes|Beard|Mouth|Coverall	
004275E9	Armor_Backpack_Standard	Backpack	54	Backpack	
004277EA	ATX_Headwear_NukashineBeerHat_Plastic	Plastic Nukashine Beer Hat	30|46	Hair Top|Headband	
004277E8	ATX_Headwear_NukashineBeerHat_Flag	Patriot Nukashine Beer Hat	30|46	Hair Top|Headband	
004277E4	ATX_Headwear_NukashineBeerHat	Nukashine Beer Hat	30|46	Hair Top|Headband	
00429ABD	SkinMoleMinerLegendaryVendor		33|34	BODY|L Hand	
0042EC65	zzzATX_Armor_BackPack_04_Shovel_Black	Standard Backpack	54	Backpack	
0042EC63	SkinWendigoScoutOutfit		41	[A] Torso	
0042EC6D	zzzATX_Armor_BackPack_04_Shovel_Red	Standard Backpack	54	Backpack	
0042EC69	zzzATX_Armor_BackPack_04_Shovel_Green	Standard Backpack	54	Backpack	
0042EC6B	zzzATX_Armor_BackPack_04_Shovel_Pink	Standard Backpack	54	Backpack	
0042EC67	zzzATX_Armor_BackPack_04_Shovel_Camo	Standard Backpack	54	Backpack	
005385FE	ATX_Headwear_PrepperTrapper_2_Bandana	Stalker Bandana	48|49	Beard|Mouth	
005385FF	ATX_Headwear_PrepperTrapper_2_Goggles	Stalker Goggles	47	Eyes	
00538605	zzzATX_Armor_BackPack_03_Box_Skull	Standard Backpack	54	Backpack	
00538606	zzzATX_Armor_Backpack_Hardcase_NukaCola	Nuka-Cola Hardcase Backpack	54	Backpack	
