ENCH_FormID	ENCH_EDID	ENCH_FULL	ENIT_Flags	ENIT_CastType	ENIT_TargetType	ENIT_EnchantType	ENIT_ChargeTime	ENIT_EnchantCost	ENIT_EnchantAmount	Effects_Flat	Effect_1	Effect_2	Effect_3	Effect_4	Effect_5	Effect_6	Effect_7	Effect_8	Effect_9	Effect_10	Effect_11	Effect_12	Effect_13	Effect_14	Effect_15	Effect_16	Effect_17	Effect_18	Effect_19	Effect_20	Globals_Flat	Glob_1	Glob_2	Glob_3	Glob_4	Glob_5	Glob_6	Glob_7	Glob_8	Glob_9	Glob_10	ReferencedBy_Flat	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11	Ref_12	Ref_13	Ref_14	Ref_15	Ref_16	Ref_17	Ref_18	Ref_19	Ref_20	Ref_21	Ref_22	Ref_23	Ref_24	Ref_25	Ref_26	Ref_27	Ref_28	Ref_29	Ref_30	Ref_31	Ref_32	Ref_33	Ref_34	Ref_35	Ref_36	Ref_37	Ref_38	Ref_39	Ref_40
001E07A3	"EnchWeapModZetaPush"	"Zeta Push"	""	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ZetaRadiationPushEffect[001E07A2];FULL=Push Actor Away - Zeta;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ZetaRadiationPushEffect[001E07A2];FULL=Push Actor Away - Zeta;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001E5F5D	"EnchModUnarmed"	"Unarmed mods"	""	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=dtPowerArmorShockLeft[001F2626];FULL=Shock dmg - Left;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=dtPowerArmorShockRight[001F2627];FULL=Shock dmg - Right;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtPowerArmorShockLeft[001F2626];FULL=Shock dmg - Left;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=dtPowerArmorShockRight[001F2627];FULL=Shock dmg - Right;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001E684C	"ench_LegendaryWeapon_AddCommonPerk"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_AddCommonWeaponPerk[001E684B];FULL=Add Common Legendary Weapon Perk;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_AddCommonWeaponPerk[001E684B];FULL=Add Common Legendary Weapon Perk;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Punishing[001F1E47] | OMOD:zzz_test_mod_melee_Test_ScorchedKiller[003C3458] | OMOD:Ghoul Slayer's[004E89AC] | OMOD:V.A.T.S. Enhanced[004E89AD] | OMOD:zzz_mod_Legendary_Armor_LessDMGGhouls[004E89B2] | OMOD:zzz_mod_Legendary_Armor_ReflectDamage[004E89B3] | OMOD:Titan's[004E89B4] | OMOD:Crippling[004ED02C]"	"OMOD:Punishing[001F1E47]"	"OMOD:zzz_test_mod_melee_Test_ScorchedKiller[003C3458]"	"OMOD:Ghoul Slayer's[004E89AC]"	"OMOD:V.A.T.S. Enhanced[004E89AD]"	"OMOD:zzz_mod_Legendary_Armor_LessDMGGhouls[004E89B2]"	"OMOD:zzz_mod_Legendary_Armor_ReflectDamage[004E89B3]"	"OMOD:Titan's[004E89B4]"	"OMOD:Crippling[004ED02C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001E7C21	"ench_LegendaryWeapon_Bleed"	"Bleed"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=DamageHealthContact[001A03FD];FULL=Damage Health;EffID=0;Mag=5.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=DamageHealthContact[001A03FD];FULL=Damage Health;EffID=0;Mag=5.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Wounding[004ED02F]"	"OMOD:Wounding[004ED02F]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001E8173	"ench_LegendaryWeapon_AddDamageNight"	"Damage at night"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_DamageNightEffect[001E8172];FULL=DamageNight;EffID=0;Mag=50.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_DamageNightEffect[001E8172];FULL=DamageNight;EffID=0;Mag=50.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Nocturnal[004F6AAE]"	"OMOD:Nocturnal[004F6AAE]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001E84D4	"FXEnchFireHit"	""	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=FXFireHitVisuals[001E84D3];FULL=FX Shader Fire;EffID=;Mag=0.100000;Dur=3;Area=0;MAGG=[];CVTO=[]"	"MGEF=FXFireHitVisuals[001E84D3];FULL=FX Shader Fire;EffID=;Mag=0.100000;Dur=3;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"WEAP:Flamer[0020413E] | WEAP:Flamer[0020413F]"	"WEAP:Flamer[0020413E]"	"WEAP:Flamer[0020413F]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001EBABC	"ench_LegendaryWeapon_MovementSpeedSights"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=AbFortifyActorSpeedMult[00084278];FULL=Fortify Actor Speed Mult;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbFortifyActorSpeedMult[00084278];FULL=Fortify Actor Speed Mult;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Nimble[004ED02E]"	"OMOD:Nimble[004ED02E]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001EC038	"ench_LegendaryWeapon_AddDamageInverseHealth"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_DamageInverseHealth_Description[001EC037];FULL=Bloodied;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=abFortifyDamageAll[003DC3A0];FULL=Fortify All Damage;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_DamageInverseHealth_Description[001EC037];FULL=Bloodied;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abFortifyDamageAll[003DC3A0];FULL=Fortify All Damage;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Bloodied[004F6AA0] | OMOD:Bloodied[0082068D]"	"OMOD:Bloodied[004F6AA0]"	"OMOD:Bloodied[0082068D]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001EF484	"TestTemplate_ench_mod_LegendaryWeaponSender"	""	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=TestTemplate_effect_mod_LegendaryWeaponSender[001EF486];FULL=Test_effect_mod_LegendaryWeaponSender;EffID=0;Mag=1.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	"MGEF=TestTemplate_effect_mod_LegendaryWeaponSender[001EF486];FULL=Test_effect_mod_LegendaryWeaponSender;EffID=0;Mag=1.000000;Dur=5;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001EF487	"TestTemplate_ench_mod_LegendaryWeaponReceiver"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=TestTemplate_effect_mod_LegendaryWeaponListener[001EF488];FULL=Test_effect_mod_LegendaryWeaponReceiver;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=TestTemplate_effect_mod_LegendaryWeaponListener[001EF488];FULL=Test_effect_mod_LegendaryWeaponReceiver;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001EF48A	"ench_LegendaryWeapon_DamageConsecutiveHits_Sender"	""	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_OnHitEffect_ConsecutiveHits_Sender[001EF482];FULL=ModLegendaryOnHitEffect_ConsecutiveHits;EffID=0;Mag=0.000000;Dur=10;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_OnHitEffect_ConsecutiveHits_Sender[001EF482];FULL=ModLegendaryOnHitEffect_ConsecutiveHits;EffID=0;Mag=0.000000;Dur=10;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001EF48C	"ench_LegendaryWeapon_DamageConsecutiveHits_Listener"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_OnHitEffect_ConsecutiveHits_Listener[001EF48B];FULL=ModLegendaryOnHitEffect_ConsecutiveHits_Listener;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_OnHitEffect_ConsecutiveHits_Listener[001EF48B];FULL=ModLegendaryOnHitEffect_ConsecutiveHits_Listener;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001EF48F	"ench_LegendaryWeapon_OnCritRefillAP"	""	"1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_OnCritHitEffect_RefillAP[001ED380];FULL=ModLegendaryOnCritHitEffect_RefillAP;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_OnCritHitEffect_RefillAP[001ED380];FULL=ModLegendaryOnCritHitEffect_RefillAP;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F1047	"zzz_ench_LegendaryWeapon_Cripple"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=zzz_Legendary_CrippleEffect[00525402];FULL=Cripple Target;EffID=2;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=zzz_Legendary_CrippleEffect[00525402];FULL=Cripple Target;EffID=2;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Kneecapper[00525401]"	"OMOD:Kneecapper[00525401]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F1ED5	"zzz_ench_LegendaryArmor_ReflectMelee"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ReflectDamageEffect[00097343];FULL=Reflect Damage;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ReflectDamageEffect[00097343];FULL=Reflect Damage;EffID=0;Mag=10.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:zzz_mod_Legendary_Armor_ReflectDamage[004E89B3] | OMOD:zzz_mod_Legendary_Armor4_ReflectMelee[004EE54B]"	"OMOD:zzz_mod_Legendary_Armor_ReflectDamage[004E89B3]"	"OMOD:zzz_mod_Legendary_Armor4_ReflectMelee[004EE54B]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F2D3E	"ench_LegendaryArmor_LowHealthSlowTime"	""	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=DEPRECATED_ModLegendaryArmorLowHealthSlowTimeEffect[001F2D3F];FULL=ModLegendaryArmorLowHealthSlowTimeEffect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=DEPRECATED_ModLegendaryArmorLowHealthSlowTimeEffect[001F2D3F];FULL=ModLegendaryArmorLowHealthSlowTimeEffect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F3A4B	"ench_LegendaryArmor_Disarm"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_DisarmEffect[001F3A4A];FULL=Disarm Melee Attackers;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_DisarmEffect[001F3A4A];FULL=Disarm Melee Attackers;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Duelist's[00527F81]"	"OMOD:Duelist's[00527F81]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F4425	"enchModArmorPenetration"	""	""	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ModArmorPenetrationAddPerkEffect[001F4423];FULL=ModArmorPenetrationAddPerkEffect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ModArmorPenetrationAddPerkEffect[001F4423];FULL=ModArmorPenetrationAddPerkEffect;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Bow Bar[0004DEFD] | OMOD:Barbed[000B9749] | OMOD:Spiked[000B974B] | OMOD:Puncturing[000B974E] | OMOD:Tomahawk[0042FECE] | OMOD:TEMPLATE:  ArmorPiercing Dual[00524411] | OMOD:TEMPLATE:  ArmorPiercing Solo[00524412] | OMOD:Anti-armor[005281B4] | OMOD:Salty[005528E5] | OMOD:TEMPLATE:  Armor Piercing[0063F040] | OMOD:Anti-armor Legendary Mod[006E1315] | OMOD:Cauterizer Special Effect[007874D9] | OMOD:Hooked[00856AD9]"	"OMOD:Bow Bar[0004DEFD]"	"OMOD:Barbed[000B9749]"	"OMOD:Spiked[000B974B]"	"OMOD:Puncturing[000B974E]"	"OMOD:Tomahawk[0042FECE]"	"OMOD:TEMPLATE:  ArmorPiercing Dual[00524411]"	"OMOD:TEMPLATE:  ArmorPiercing Solo[00524412]"	"OMOD:Anti-armor[005281B4]"	"OMOD:Salty[005528E5]"	"OMOD:TEMPLATE:  Armor Piercing[0063F040]"	"OMOD:Anti-armor Legendary Mod[006E1315]"	"OMOD:Cauterizer Special Effect[007874D9]"	"OMOD:Hooked[00856AD9]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F4D16	"ench_LegendaryArmor_Chameleon"	"Chameleon"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=ChameleonEffectArmorMod[000976E0];FULL=Chameleon;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=ChameleonArmorStealthIcon[008571A3];FULL=Chameleon;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=ChameleonArmorAudioEffect[00490014];FULL=Chameleon Audio;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ChameleonEffectArmorMod[000976E0];FULL=Chameleon;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ChameleonArmorStealthIcon[008571A3];FULL=Chameleon;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=ChameleonArmorAudioEffect[00490014];FULL=Chameleon Audio;EffID=0;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Chameleon[00524146] | OMOD:Chameleon[00606268]"	"OMOD:Chameleon[00524146]"	"OMOD:Chameleon[00606268]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F5478	"zzz_ench_LegendaryWeapon_Cryo"	"Cryo Freeze"	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F6AD6	"ench_LegendaryWeapon_CritFrenzy"	""	"1 | 1"	"Fire and Forget"	"Contact"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=Legendary_FrenzyEffect[001F6AD5];FULL=ModLegendaryFrenzyEffect;EffID=0;Mag=999.000000;Dur=30;Area=0;MAGG=[];CVTO=[]"	"MGEF=Legendary_FrenzyEffect[001F6AD5];FULL=ModLegendaryFrenzyEffect;EffID=0;Mag=999.000000;Dur=30;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"OMOD:Enraging[00527F6C]"	"OMOD:Enraging[00527F6C]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F7A76	"zzz_ench_LegendaryArmor_APRegen"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=AbFortifyActionPointRateHidden[0004D899];FULL=Fortify Action Point Regen;EffID=0;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbFortifyActionPointRateHidden[0004D899];FULL=Fortify Action Point Regen;EffID=0;Mag=5.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F8163	"ench_LegendaryArmor_ResistancesInverseHealth"	"Bolstering"	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=AbResistancesInverseHealth_Description[006C1377];FULL=Bolstering;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=abFortifyDamageResist[00518506];FULL=Fortify Damage Resist;EffID=2;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbResistancesInverseHealth_Description[006C1377];FULL=Bolstering;EffID=1;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=3;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=abFortifyDamageResist[00518506];FULL=Fortify Damage Resist;EffID=2;Mag=0.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
001F8166	"zzz_ench_LegendaryArmor_ResistancesInverseHealth_ER"	""	"1"	"Constant Effect"	"Self"	"Enchantment"	"0.000000"	"0"	"0"	"Effect1:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=4.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect2:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=8.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect3:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=12.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect4:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=16.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect5:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=20.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect6:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=24.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect7:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=28.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect8:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=32.000000;Dur=0;Area=0;MAGG=[];CVTO=[] | Effect9:MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=35.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=4.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=8.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=12.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=16.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=20.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=24.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=28.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=32.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	"MGEF=AbPerkFortifyResistEnergy[000559A4];FULL=Fortify Energy Resist;EffID=0;Mag=35.000000;Dur=0;Area=0;MAGG=[];CVTO=[]"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
