PCRD_FormID	PCRD_EDID	FormVersion	DESC	MNAM_MaleName	FNAM_FemaleName	ANAM_PerkCardFlags	DATA_Value	DATA_MinLevel	DATA_Special	DATA_RaceRestriction	PCDV_GLOB_FormID	PCDV_GLOB_EDID	PCDV_GLOB_FULL	SNAM_Sound	RankCount	Ranks_Flat	ReferencedByCount	Rank_1_CardRank	Rank_1_MalePerk_FormID	Rank_1_MalePerk_EDID	Rank_1_MalePerk_FULL	Rank_1_FemalePerk_FormID	Rank_1_FemalePerk_EDID	Rank_1_FemalePerk_FULL	Rank_2_CardRank	Rank_2_MalePerk_FormID	Rank_2_MalePerk_EDID	Rank_2_MalePerk_FULL	Rank_2_FemalePerk_FormID	Rank_2_FemalePerk_EDID	Rank_2_FemalePerk_FULL	Rank_3_CardRank	Rank_3_MalePerk_FormID	Rank_3_MalePerk_EDID	Rank_3_MalePerk_FULL	Rank_3_FemalePerk_FormID	Rank_3_FemalePerk_EDID	Rank_3_FemalePerk_FULL	Rank_4_CardRank	Rank_4_MalePerk_FormID	Rank_4_MalePerk_EDID	Rank_4_MalePerk_FULL	Rank_4_FemalePerk_FormID	Rank_4_FemalePerk_EDID	Rank_4_FemalePerk_FULL	Rank_5_CardRank	Rank_5_MalePerk_FormID	Rank_5_MalePerk_EDID	Rank_5_MalePerk_FULL	Rank_5_FemalePerk_FormID	Rank_5_FemalePerk_EDID	Rank_5_FemalePerk_FULL	Ref_1	Ref_2	Ref_3	Ref_4	Ref_5	Ref_6	Ref_7	Ref_8	Ref_9	Ref_10	Ref_11
003808C5	HappyCamperCard	209	There's no place like home.	HappyCamper			0.000000	3	Charisma	Human	001179ED	PerkCard_Caps_Common			2	1|003808C2:HappyCamper01:Happy Camper| || 2|003808C3:HappyCamper02:Happy Camper|	3	1	003808C2	HappyCamper01	Happy Camper				2	003808C3	HappyCamper02	Happy Camper																									0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003808AF	RadSpongeCard	209	Oh, the benefits of lead poisoning.	RadSponge			0.000000	44	Endurance	Human	0024F8D6	PerkCard_Caps_Uncommon			1	2|003808A9:RadSponge01:Rad Sponge|	3	2	003808A9	RadSponge01	Rad Sponge																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003808C0	PhilanthropistCard	209	Share and share alike!	Philanthropist			0.000000	39	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|003808B0:Philanthropist01:Philanthropist| || 2|003808BE:Philanthropist02:Philanthropist| || 3|003808BF:Philanthropist03:Philanthropist|	3	1	003808B0	Philanthropist01	Philanthropist				2	003808BE	Philanthropist02	Philanthropist				3	003808BF	Philanthropist03	Philanthropist																		0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003860B7	StrangeInNumbersCard	209	Mutants unite!	StrangeInNumbers			0.000000	42	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|003808D0:StrangeInNumbers01:Strange In Numbers|	3	1	003808D0	StrangeInNumbers01	Strange In Numbers																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003872E1	TeamMedicCard	209	Don't you die on me!	TeamMedic			0.000000	20	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|00382A4D:TeamMedic01:Team Medic| || 2|00382A55:TeamMedic02:Team Medic| || 3|00382A56:TeamMedic03:Team Medic|	4	1	00382A4D	TeamMedic01	Team Medic				2	00382A55	TeamMedic02	Team Medic				3	00382A56	TeamMedic03	Team Medic																		0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST	007B9AF0:ATX_Loadout_Level50_Boost_BonusCards:LVPC							
003879A6	BloodsuckerCard	209	At least you're an efficient bloodsucker!	Bloodsucker			0.000000	11	Endurance	None	0024F8D6	PerkCard_Caps_Uncommon		001A72E2:UIPerkMenuNightPerson:SNDR	1	1|00382A57:Bloodsucker01:Bloodsucker|	3	1	00382A57	Bloodsucker01	Bloodsucker																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003896EC	SpiritualHealerCard	209	Your spirit thrives when helping others.	SpiritualHealer			0.000000	36	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|003896E8:SpiritualHealer01:Spiritual Healer|	3	1	003896E8	SpiritualHealer01	Spiritual Healer																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003896FB	LightFootedCard	209	Don't step there!	Lightfooted			0.000000	29	Agility	None	001179ED	PerkCard_Caps_Common			1	1|000B9882:Lightfooted01:Light Footed|	3	1	000B9882	Lightfooted01	Light Footed																																0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003896E2	BatteriesIncludedCard	209	You're a power saver!	BatteriesIncluded			0.000000	28	Intelligence	None	001179ED	PerkCard_Caps_Common			2	1|003896DC:BatteriesIncluded01:Batteries Included| || 2|003896E0:BatteriesIncluded02:Batteries Included|	3	1	003896DC	BatteriesIncluded01	Batteries Included				2	003896E0	BatteriesIncluded02	Batteries Included																									0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003896FA	DeadManSprintingCard	209	Burst into the afterlife at a full sprint!	DeadManRunning			0.000000	8	Agility	None	0024F8D6	PerkCard_Caps_Uncommon			2	1|003896EE:DeadManSprinting01:Dead Man Sprinting| || 2|003896F4:DeadManSprinting02:Dead Man Sprinting|	3	1	003896EE	DeadManSprinting01	Dead Man Sprinting				2	003896F4	DeadManSprinting02	Dead Man Sprinting																									0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003896F9	HomeDefenseCard	209	Get off my lawn!	HomeDefense			0.000000	22	Agility	None	001179ED	PerkCard_Caps_Common			3	1|003896F6:HomeDefense01:Home Defense| || 2|003896F7:HomeDefense02:Home Defense| || 3|003896F8:HomeDefense03:Home Defense|	3	1	003896F6	HomeDefense01	Home Defense				2	003896F7	HomeDefense02	Home Defense				3	003896F8	HomeDefense03	Home Defense																		0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
003896E6	BandolierCard	209	Need. More. Bullets.	Bandolier			0.000000	22	Strength	None	001179ED	PerkCard_Caps_Common			2	1|003896E3:Bandolier01:Bandolier| || 2|003896E4:Bandolier02:Bandolier|	4	1	003896E3	Bandolier01	Bandolier				2	003896E4	Bandolier02	Bandolier																									0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	007B9AEF:ATX_Loadout_Level50_BoostSelectionList:LVPC							
0038AB93	SecretAgentCard	209	You're trained for reconnaissance and subterfuge.	SecretAgent			0.000000	47	Agility	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|0038AB8E:SecretAgent01:Secret Agent| || 2|0038AB90:SecretAgent02:Secret Agent| || 3|0038AB91:SecretAgent03:Secret Agent|	4	1	0038AB8E	SecretAgent01	Secret Agent				2	0038AB90	SecretAgent02	Secret Agent				3	0038AB91	SecretAgent03	Secret Agent																		0005B390:LevelUp_SelectionList:LVPC	0038AB8F:AbPerkSecretAgent:SPEL	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST							
0038AB97	SquadManeuversCard	209	Squad! Move out! Go go go!	SquadManeuvers			0.000000	37	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			2	1|0038AB94:SquadManeuvers01:Squad Maneuvers| || 2|0038AB95:SquadManeuvers02:Squad Maneuvers|	3	1	0038AB94	SquadManeuvers01	Squad Maneuvers				2	0038AB95	SquadManeuvers02	Squad Maneuvers																									0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
0038AB87	WhiteKnightCard	209	Keep it clean and it lasts longer!	WhiteKnight			0.000000	39	Intelligence	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|0038AB84:WhiteKnight01:White Knight| || 2|0038AB85:WhiteKnight02:White Knight| || 3|0038AB86:WhiteKnight03:White Knight|	3	1	0038AB84	WhiteKnight01	White Knight				2	0038AB85	WhiteKnight02	White Knight				3	0038AB86	WhiteKnight03	White Knight																		0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
0038AB8C	HealingHandsCard	209	It's alive! ALIVE!	HealingHands			0.000000	28	Charisma	None	001179ED	PerkCard_Caps_Common			1	1|003896ED:HealingHands01:Healing Hands|	3	1	003896ED	HealingHands01	Healing Hands																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0038AB8D	InjectorCard	209	Up and at 'em!	Injector			0.000000	19	Charisma	None	001179ED	PerkCard_Caps_Common			1	1|0038AB88:Injector01:Injector|	3	1	0038AB88	Injector01	Injector																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0038AB9B	PackRatCard	209	You see beauty in the rubbish.	PackRat			0.000000	7	Strength	None	001179ED	PerkCard_Caps_Common			2	1|0038AB98:PackRat01:Pack Rat| || 2|0038AB99:PackRat02:Pack Rat|	4	1	0038AB98	PackRat01	Pack Rat				2	0038AB99	PackRat02	Pack Rat																									0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	006DE9E3:NPE_Loadout_CommandoSelectionList:LVPC							
00391F0D	OrdnanceExpressCard	209	You are an explosive freight train, literally.	OrdnanceExpress			0.000000	31	Strength	None	0024F8D6	PerkCard_Caps_Uncommon			2	1|00391F0A:OrdnanceExpress01:Ordnance Express| || 2|00391F0B:OrdnanceExpress02:Ordnance Express|	3	1	00391F0A	OrdnanceExpress01	Ordnance Express				2	00391F0B	OrdnanceExpress02	Ordnance Express																									0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
00391F13	ClassFreakCard	209	You were always the odd kid.	ClassFreak			0.000000	46	Luck	None	001179ED	PerkCard_Caps_Common			3	1|00391F0E:ClassFreak01:Class Freak| || 2|00391F11:ClassFreak02:Class Freak| || 3|00391F12:ClassFreak03:Class Freak|	3	1	00391F0E	ClassFreak01	Class Freak				2	00391F11	ClassFreak02	Class Freak				3	00391F12	ClassFreak03	Class Freak																		0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00391F1D	StormChaserCard	209	A little rain is good for the soul.	StormChaser			0.000000	35	Luck	None	001179ED	PerkCard_Caps_Common		00211CA7:UIPerkMenuInspirational:SNDR	2	1|00391F1A:StormChaser01:Storm Chaser| || 2|00391F1C:StormChaser02:Storm Chaser|	3	1	00391F1A	StormChaser01	Storm Chaser				2	00391F1C	StormChaser02	Storm Chaser																									0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00391F19	CuratorCard	209	You're a keeper!	Curator			0.000000	19	Intelligence	None	001179ED	PerkCard_Caps_Common			1	1|00391F14:Curator01:Curator|	4	1	00391F14	Curator01	Curator																																0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	007B9AEF:ATX_Loadout_Level50_BoostSelectionList:LVPC							
00391F25	PowerPatcherCard	209	You're a certified Power Armor repair technician.	PowerPatcher			0.000000	44	Intelligence	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|00391F22:PowerPatcher01:Power Patcher| || 2|00391F23:PowerPatcher02:Power Patcher| || 3|00391F24:PowerPatcher03:Power Patcher|	3	1	00391F22	PowerPatcher01	Power Patcher				2	00391F23	PowerPatcher02	Power Patcher				3	00391F24	PowerPatcher03	Power Patcher																		0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
00391F26	PainTrainCard	209	Choo choo! All aboard!	PainTrain			0.000000	41	Strength	None	0024F8D6	PerkCard_Caps_Uncommon		001A72E4:UIPerkMenuPainTrain:SNDR	3	1|0004D89B:PainTrain01:Pain Train| || 2|00065E3C:PainTrain02:Pain Train| || 3|00065E3D:PainTrain03:Pain Train|	3	1	0004D89B	PainTrain01	Pain Train				2	00065E3C	PainTrain02	Pain Train				3	00065E3D	PainTrain03	Pain Train																		0005B390:LevelUp_SelectionList:LVPC	004713BC:Challenge_Lifetime_Perks_RankUp_SUB_Strength_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
00393F79	MunchyResistanceCard	209	All the hanker without the hunger!	MunchyResistance			0.000000	17	Endurance	Human	0024F8D6	PerkCard_Caps_Uncommon			2	1|00393F76:MunchyResistance01:Munchy Resistance| || 2|00393F77:MunchyResistance02:Munchy Resistance|	3	1	00393F76	MunchyResistance01	Munchy Resistance				2	00393F77	MunchyResistance02	Munchy Resistance																									0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
00393F7D	RadicoolCard	209	What does not kill you makes you stronger!	Radicool			0.000000	38	Endurance	Human	001179F3	PerkCard_Caps_Rare			1	1|00393F7A:Radicool01:Radicool|	3	1	00393F7A	Radicool01	Radicool																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00393F83	CUT_FrayedGenesCard	209	Frayed genes are in!	FrayedGenes			0.000000	38	Luck	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00393F80:CUT_FrayedGenes01:Frayed Genes|	0	1	00393F80	CUT_FrayedGenes01	Frayed Genes																																										
00393F71	HomebodyCard	209	Home is where the heart is.	Homebody			0.000000	19	Endurance	None	001179ED	PerkCard_Caps_Common			1	1|00393F6E:Homebody01:Homebody|	3	1	00393F6E	Homebody01	Homebody																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00393F6A	GrenadierCard	209	Cool people don't look at explosions.	Grenadier			0.000000	35	Perception	None	001179F3	PerkCard_Caps_Rare			2	1|00393F66:Grenadier01:Grenadier| || 2|00393F69:Grenadier02:Grenadier|	3	1	00393F66	Grenadier01	Grenadier				2	00393F69	Grenadier02	Grenadier																									0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST								
00393F65	GlowSightCard	209	The weak spots glow brighter.	GlowSight			0.000000	33	Perception	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|00393F62:GlowSight01:Glow Sight| || 2|00393F63:GlowSight02:Glow Sight| || 3|00393F64:GlowSight03:Glow Sight|	3	1	00393F62	GlowSight01	Glow Sight				2	00393F63	GlowSight02	Glow Sight				3	00393F64	GlowSight03	Glow Sight																		0005B390:LevelUp_SelectionList:LVPC	004713BD:Challenge_Lifetime_Perks_RankUp_SUB_Perception_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
00393F58	FireproofCard	209	The Wasteland is tough but you're tougher!	Fireproof			0.000000	27	Endurance	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|00393F55:Fireproof01:Hardy| || 2|00393F57:Fireproof02:Hardy| || 3|00393F59:Fireproof03:Hardy|	3	1	00393F55	Fireproof01	Hardy				2	00393F57	Fireproof02	Hardy				3	00393F59	Fireproof03	Hardy																		0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
00393F4D	ColaNutCard	209	Zap that thirst!	ColaNut			0.000000	14	Endurance	None	0024F8D6	PerkCard_Caps_Uncommon			2	1|00393F4B:ColaNut01:Cola Nut| || 2|00393F4C:ColaNut02:Cola Nut|	3	1	00393F4B	ColaNut01	Cola Nut				2	00393F4C	ColaNut02	Cola Nut																									0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
00393F54	AllNightLongCard	209	One more mile!	AllNightLong			0.000000	41	Endurance	None	001179ED	PerkCard_Caps_Common			1	2|00393F51:AllNightLong01:All Night Long|	3	2	00393F51	AllNightLong01	All Night Long																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00393F5C	GoodDoggyCard	209	Who's a good dog? You're a good dog. Yes you are!	GoodDoggy			0.000000	8	Endurance	None	001179ED	PerkCard_Caps_Common			1	1|00393F5B:GoodDoggy01:Good Doggy|	3	1	00393F5B	GoodDoggy01	Good Doggy																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00393F6D	POST_GreaseMonkeyCard	209	You were born with a wrench in your hand.	GreaseMonkey			0.000000	33	Intelligence	None	001179ED	PerkCard_Caps_Common			1	1|00393F6B:POST_GreaseMonkey01:Grease Monkey|	1	1	00393F6B	POST_GreaseMonkey01	Grease Monkey																																004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST										
00393F75	SunKissedCard	209	Fight rays with rays.	SunKissed			0.000000	45	Endurance	Human	001179ED	PerkCard_Caps_Common			2	1|00393F72:SunKissed01:Sun Kissed| || 2|00393F74:SunKissed02:Sun Kissed|	3	1	00393F72	SunKissed01	Sun Kissed				2	00393F74	SunKissed02	Sun Kissed																									0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00397CB2	StarchedGenesCard	209	Your genes are stiff stuff!	StarchedGenes			0.000000	30	Endurance	None	001179ED	PerkCard_Caps_Common			1	1|00397CB1:StarchedGenes02:Starched Genes|	3	1	00397CB1	StarchedGenes02	Starched Genes																																0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
00397CC5	AdrenalineCard	209	Living on the edge!	Adrenaline			0.000000	49	Agility	None	001179ED	PerkCard_Caps_Common			1	2|00397CBA:Adrenaline01:Adrenaline|	4	2	00397CBA	Adrenaline01	Adrenaline																																0005B390:LevelUp_SelectionList:LVPC	004713B9:Challenge_Lifetime_Perks_RankUp_SUB_Agility_Formlist:FLST	0050B379:PerkCardPack_LaunchPack001_Rare:FLST	007B9AEF:ATX_Loadout_Level50_BoostSelectionList:LVPC							
00397CB8	RevenantCard	209	Arise, black vengeance!	Revenant			0.000000	32	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon			1	1|00397CB3:Revenant01:Revenant|	3	1	00397CB3	Revenant01	Revenant																																0005B390:LevelUp_SelectionList:LVPC	004713BE:Challenge_Lifetime_Perks_RankUp_SUB_Endurance_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
0039CF9B	HardBargainCard	209	You've mastered the art of the deal!	HardBargain			0.000000	7	Charisma	None	001179ED	PerkCard_Caps_Common		00216350:UIPerkMenuHardBargain:SNDR	1	1|001D2456:HardBargain01:Hard Bargain|	3	1	001D2456	HardBargain01	Hard Bargain																																0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST								
0039CFA2	ScrapperCard	209	Waste not, want not!	Scrapper			0.000000	13	Intelligence	None	0024F8D6	PerkCard_Caps_Uncommon		0021623C:UIPerkMenuScrapper:SNDR	1	1|00065E65:Scrapper01:Scrapper|	4	1	00065E65	Scrapper01	Scrapper																																0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B377:PerkCardPack_LaunchPack001_Common:FLST	007B9AF0:ATX_Loadout_Level50_Boost_BonusCards:LVPC							
0039CFA1	MysteriousSaviorCard	209	Victus fortuna iuvat.	MysteriousSavior			0.000000	49	Luck	None	0024F8D6	PerkCard_Caps_Uncommon			3	1|0039CF9C:MysteriousSavior01:Mysterious Savior| || 2|0039CF9F:MysteriousSavior02:Mysterious Savior| || 3|0039CFA0:MysteriousSavior03:Mysterious Savior|	3	1	0039CF9C	MysteriousSavior01	Mysterious Savior				2	0039CF9F	MysteriousSavior02	Mysterious Savior				3	0039CFA0	MysteriousSavior03	Mysterious Savior																		0005B390:LevelUp_SelectionList:LVPC	004713BB:Challenge_Lifetime_Perks_RankUp_SUB_Luck_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
0039D06B	GunsmithCard	209	The best gun is a reliable gun.	Gunsmith			0.000000	11	Intelligence	None	0024F8D6	PerkCard_Caps_Uncommon		001A763E:UIPerkMenuGunNut:SNDR	3	1|0039D068:Gunsmith01:Gunsmith| || 2|0039D069:Gunsmith02:Gunsmith| || 3|0039D06A:Gunsmith03:Gunsmith|	8	1	0039D068	Gunsmith01	Gunsmith				2	0039D069	Gunsmith02	Gunsmith				3	0039D06A	Gunsmith03	Gunsmith																		0005B390:LevelUp_SelectionList:LVPC	004713BA:Challenge_Lifetime_Perks_RankUp_SUB_Intelligence_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST	006DE9E3:NPE_Loadout_CommandoSelectionList:LVPC	006DE9E4:NPE_Loadout_GunslingerSelectionList:LVPC	006DE9E6:NPE_Loadout_ShotgunnerSelectionList:LVPC	006DE9E7:NPE_Loadout_VATSSelectionList:LVPC	0078B876::INFO			
003A4A59	WastelandWhispererCard	209	Master the post-apocalypse!	WastelandWhisperer			0.000000	50	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon		00216240:UIPerkMenuWastelandWhisperer:SNDR	3	1|003A4A55:WastelandWhisperer01:Wasteland Whisperer| || 2|003A4A56:WastelandWhisperer02:Wasteland Whisperer| || 3|003A4A57:WastelandWhisperer03:Wasteland Whisperer|	3	1	003A4A55	WastelandWhisperer01	Wasteland Whisperer				2	003A4A56	WastelandWhisperer02	Wasteland Whisperer				3	003A4A57	WastelandWhisperer03	Wasteland Whisperer																		0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
003A4A4D	AnimalFriendCard	209	Commune with beasts!	AnimalFriend			0.000000	30	Charisma	None	0024F8D6	PerkCard_Caps_Uncommon		001A7627:UIPerkMenuAnimalFriend:SNDR	3	1|003A4A52:AnimalFriend01:Animal Friend| || 2|003A4A53:AnimalFriend02:Animal Friend| || 3|003A4A54:AnimalFriend03:Animal Friend|	3	1	003A4A52	AnimalFriend01	Animal Friend				2	003A4A53	AnimalFriend02	Animal Friend				3	003A4A54	AnimalFriend03	Animal Friend																		0005B390:LevelUp_SelectionList:LVPC	004713BF:Challenge_Lifetime_Perks_RankUp_SUB_Charisma_Formlist:FLST	0050B378:PerkCardPack_LaunchPack001_Uncommon:FLST								
