SPEL_FormID	SPEL_EDID	SPEL_FULL	SPEL_DESC	SPIT_Type	SPIT_CastType	SPIT_Delivery	SpellConditions
006F6652	AbRaceStormBoss	Storm Boss Abilities		Ability	Constant Effect	Self	
006FA0B2	Storm_ElectricDamage_Shock	Electric Damage Shock		Spell	Fire and Forget	Contact	
006FD098	CritLightning_CircuitBreaker			Spell	Fire and Forget	Self	
00727CD0	LostAbilities	Perception Boost		Ability	Constant Effect	Self	
0072E469	WaterFountainDrinkingClean	Water		Spell	Fire and Forget	Self	
006B3A40	XPD_OvergrownPollinatorHeal_Heal	Healing Cloak		Spell	Concentration	Contact	
006B3A41	zzz_XPD_OvergrownPollinatorDamage_Damage	Healing Cloak		Spell	Concentration	Contact	
006B3A42	zzz_XPD_OvergrownPollinatorDamageCloak	Poison Cloak		Ability	Constant Effect	Self	
006B3A43	XPD_OvergrownPollinatorHealCloak	Poison Cloak		Ability	Constant Effect	Self	
006B52B0	DEL_crJerseyDevilVampiricSpell	Jersey Devil Health Restore Spell		Spell	Fire and Forget	Self	
006B52AF	zzz_crDevilHeal	Drink Blood		Spell	Fire and Forget	Self	
006BCA2C	XPD_OvergrownThorn_DeathExplosion			Ability	Constant Effect	Self	
006C332C	XPD_OvergrownTank_SlowAbility	Overgrown Elder Slow		Ability	Constant Effect	Self	
006C332D	zzz_XPD_OvergrownPollinatorHealSpell	Flatwoods Heal Friend		Spell	Fire and Forget	Target Actor	
006CCC2A	CUT_NeedleSMG_Spell_3	Needle splash level 3		Spell	Fire and Forget	Contact	
006CCC2B	CUT_NeedleSMG_Spell_1	Needle splash level 1		Spell	Fire and Forget	Contact	
006CCC2D	CUT_NeedleSMG_Spell_0	Needle splash level 0		Spell	Fire and Forget	Contact	
006CCC29	CUT_NeedleSMG_Spell_2	Needle splash level 2		Spell	Fire and Forget	Contact	
006CCC2C	CUT_NeedleSMG_Spell_4	Needle splash level 4		Spell	Fire and Forget	Contact	
006D6228	XPD_AC02_ObjMod_SolveLocks_PoisonGasSpell	Poison Gas		Spell	Concentration	Contact	
006DEBE0	crOvergrownThornSelfSlow	Thorn Slow		Ability	Constant Effect	Self	
006E359B	crOvergrownElderHulkingPresence	Hulking Presence		Ability	Constant Effect	Self	
006E359C	crOvergrownFireWeakness	Rusher Slow		Ability	Constant Effect	Self	
006E4E37	XPD_AC_JulianSmokebombCooldownSpell	Julian Smoke bomb invisibility		Spell	Fire and Forget	Self	
006E4E35	XPD_AC_JulianSmokebombStartTimer	Julian Smoke Bomb	Julian periodically uses a smoke bomb to go into a stealthy state	Ability	Constant Effect	Self	
006E4E36	XPD_AC_JulianSmokebombInvisibleSpell	Julian Invisible Spell		Spell	Fire and Forget	Self	
006E77CB	XPD_AC02_Blackout	Blackout	You're blacking out!	Spell	Fire and Forget	Self	
006EF3F7	zzz_XPD_OvergrownPollinatorHealTarget	Overgrown Heal Ally		Spell	Fire and Forget	Target Actor	
006F4DB0	XPD_AC_AbArmor_ElectricalFire_VFXSpell	Electrical Fire VFX		Spell	Fire and Forget	Self	
006FB704	AbRaceJerseyDevil			Ability	Constant Effect	Self	
006FC2BB	DEL_crJerseyDevilAPDrainx30Spell	Jersey Devil AP Drain x30 Spell		Spell	Fire and Forget	Contact	
006FC2BC	DEL_crLesserDevilAPDrainx10	Lesser Devil AP Drain		Spell	Fire and Forget	Contact	
006FC2BA	DEL_crJerseyDevilAPDrainx10Spell	Jersey Devil AP Drain x10 Spell		Spell	Fire and Forget	Contact	
00713F52	AC_MQ02_ThrowingKnifeSpell	Throwing Knife		Spell	Fire and Forget	Aimed	
00717EA9	AC_MQ02_Stage_TeammateTeleportBlackout	Teammate Teleport Blackout	You're blacking out!	Spell	Fire and Forget	Self	
0072A010	crOvergrownRadResistance	Radiation Resistance		Ability	Constant Effect	Self	
0072A4F4	XPD_OvergrownPollinatorHealBombSpell	Overgrown Heal Bomb		Spell	Fire and Forget	Aimed	
0072A623	AC_SQ03_Custodial_SlowSpell	Slow	Slow movement	Ability	Constant Effect	Self	
00733DAA	zzzStorm_E01_BossSpell			Ability	Constant Effect	Self	
0073450D	NPE_CharGen_VaultFed_BonusXP	Reclamation Day!		Spell	Fire and Forget	Self	
00739AE7	Storm_MQ13_FadeToBlackSpell			Spell	Fire and Forget	Self	
00739AE8	Storm_MQ13_ElectricArcSpell			Spell	Fire and Forget	Aimed	
00739AE9	Storm_MQ13_PlayerSpell			Ability	Constant Effect	Self	
0073982B	DEL_crJerseyDevilAPDrainx20Spell	Jersey Devil AP Drain x20 Spell		Spell	Fire and Forget	Contact	
0073A9C4	crOvergrownMoonflowerPoisonCloak_XPD_AC	Poison Cloak		Ability	Constant Effect	Self	
0073A9C3	crOvergrownMoonflowerPoisonCloakDamage_XPD_AC	Moonflower Spore Cloud		Spell	Concentration	Contact	
0073BE72	XPD_OvergrownPollinatorHeal_HealVFX_Self	Healing Cloak		Ability	Constant Effect	Self	
007456F1	DEL_crJerseyDevilExtractBloodCloakSpell	Jersey Devil Extract Blood Cloak Spell		Voice	Constant Effect	Self	
007456F2	DEL_crJerseyDevilExtractBloodSpell	Jersey Devil Extract Blood Interaction Spell		Spell	Concentration	Contact	
0074975E	XPD_OvergrownMoonflower_DeathExplosion			Ability	Constant Effect	Self	
0074ECB7	crJerseyDevilEscapeStaggerSpell	Jersey Devil Escape Stagger Spell		Spell	Fire and Forget	Contact	
00752FA0	Storm_PoisonSpell	Poisonous Sludge		Spell	Concentration	Contact	
0075C200	AbRaceRadTurkey	RadTurkey Abilities		Ability	Constant Effect	Self	
0075DF70	zzz_Tempest_TeamAPSpell	Tempest Armor		Spell	Concentration	Contact	
0075E508	zzzStorm_E01_ChargedCreatureSpell			Ability	Constant Effect	Self	
007521E7	ATX_COMP_HumanRobotInterface_Adelaide_Spell_Romance	Human/Robot... "Interfacing"		Spell	Constant Effect	Self	
007521E8	ATX_COMP_HumanRobotInterface_Adelaide_Spell	Human/Robot Interfacing		Spell	Constant Effect	Self	
00769737	XPD_AC_FloodedCityWater	Water Radiation		Disease	Constant Effect	Self	
0076B175	MILE_CaravanIntro_FlareSpell	Flare Spell	Spell that fires a flare at a target	Spell	Fire and Forget	Aimed	
0076B4FC	Storm_RegionBoss_RankUpFX_Spell			Spell	Fire and Forget	Target Actor	
0076C206	ChainLightningSpell	Chain Lightning		Spell	Fire and Forget	Aimed	
0076A696	XPD_OvergrownPollinatorVFXSpell	Healing Cloak		Spell	Concentration	Contact	
0076A695	XPD_OvergrownPollinatorVFXCloak	Pollinator VFX Applying Spell	Cloak to apply VFX onto the Pollinators. This applies the OvergrownPollinatorVFXSpell, which handles the actual VFX.	Ability	Constant Effect	Self	
0076B52E	MothmanEnlightenmentXPBonusSpell	Wisdom of the Mothman		Spell	Fire and Forget	Contact	
0076CABF	ElectricalHazardStrong	Strong Electricity		Spell	Concentration	Contact	
0076D5F0	Storm_MQ13_HugoClonesSpell	Hugo Clone Abilities		Ability	Constant Effect	Self	
0076D5F1	Storm_MQ13_HugoSpell	Hugo Abilities		Ability	Constant Effect	Self	
0076E2D7	Storm_MQ08_HallucGas_PlayerSpell_DEBUGONLY	Hallucinagenic Gas		Spell	Constant Effect	Self	
0076ED17	StormCutterExplosionSpell	StormCutter Explosion		Spell	Fire and Forget	Contact	
0076ED1A	StormCutterImpactSpell	StormCutter Stun		Spell	Fire and Forget	Contact	
0076CCD7	ATX_COMP_HumanRobotInterface_Adelaide_Spell_RomanceFadeToBlack	Human/Robot... "Interfacing"		Spell	Constant Effect	Self	
0077094C	Storm_MQ13_WeatherMachineTriggeredSpell			Spell	Fire and Forget	Self	
007700E9	DEL_crDevilHeal	Drink Blood		Spell	Fire and Forget	Self	
00773652	Storm_MQ13_HugoStealth	Hugo Stealth		Spell	Fire and Forget	Self	
00773651	Storm_MQ13_FlashBangSpell			Spell	Fire and Forget	Self	
0077B587	Conductor_ChargeCounter	Conductor Charge Counter		Spell	Fire and Forget	Self	
0077B588	RestoreHungerThirstLightMealSpell01	Light Meal	Light Meal	Spell	Fire and Forget	Self	
0077B58B	RestoreHungerThirstLightMealSpell02	Light Meal	Light Meal	Spell	Fire and Forget	Self	
0077B589	Conductor_FullyCharged	Conductor Fully Charged		Ability	Fire and Forget	Self	
0077B58D	Conductor_ExplosionSpell	ConductorExplosionSpell		Spell	Fire and Forget	Contact	
0077B58A	zzz_DeletedSpell02			Spell	Fire and Forget	Contact	
0077B58C	zzz_DeletedSpell			Spell	Fire and Forget	Self	
0077D52D	crOvergrownBossPoisonCloak_XPD_AC_DailyOps	Poison Cloak		Ability	Constant Effect	Self	
0077EE62	PoisonRadturkey	Toxic Radturkey Poison		Spell	Fire and Forget	Contact	
00785682	MILE_CaravanEscort_CleanupSpell			Spell	Fire and Forget	Self	
00783158	Storm_MQ08_LostSpell			Ability	Constant Effect	Self	
0078329F	Storm_MQ03_DismemberHandSpell			Spell	Fire and Forget	Self	
00786E0A	E01F_Fasnacht_SpeedMultSpell	Swift-Footed	Faster movement, reload & melee speed	Ability	Constant Effect	Self	
00787E9F	Storm_E01_BossBabySpell			Ability	Constant Effect	Self	
00793525	MILE_Caravan_Tier03_AbDamageResist			Ability	Constant Effect	Self	
00793526	MILE_Caravan_Tier02_AbDamageResist			Ability	Constant Effect	Self	
00790E0D	ElectricalHazardFatal	Fatal Electricity		Spell	Concentration	Contact	
0079182B	Storm_RegionBoss_ElectricalHazardLight	Neuro Warfare: Light Electricity		Spell	Concentration	Contact	
0079182A	Storm_RegionBoss_ElectricalHazardStrong	Strong Electricity		Spell	Concentration	Contact	
0079C8A9	PerkMedicSpell	Medic		Spell	Fire and Forget	Self	
007A0C61	MILE_BrahminUpgradeSpell_HealthRegen01			Spell	Fire and Forget	Self	
0077459E	RD01_Enc01_PreventLimbDamageCloakSpell	Prevent Limb Damage		Spell	Constant Effect	Self	
0077459F	RD01_Enc01_MegaDamageSpell	Mega Damage		Spell	Fire and Forget	Self	
007852AD	RD01_Enc01_DamagingFloorSpell	Electrified Floor		Ability	Constant Effect	Self	
0078A650	ZZZ_RD01_Enc05_PylonDamageSpell	Security Pylon Damage		Spell	Fire and Forget	Contact	
00792EB3	DEL_RD01_Weapon_UltraciteTerrorSword_AcidAttackSpell	Ultracite Terror Sword Acid Attack Spell		Spell	Fire and Forget	Contact	
00793E3B	DEL_RD01_Workshop_PowerGenerator_Ultracite_ElectricitySpell	Ultracite Generator Electricity Spell		Spell	Concentration	Contact	
00793F03	zzzLegendary_Weapon_IcemensFreezeSpell	Icemens Freeze Spell	Slow targets down on attack	Spell	Fire and Forget	Self	
007954F3	RD01_PowerArmor_UltraciteBracers_PoisonAttack	Poison Attack		Spell	Fire and Forget	Contact	
007954F5	RD01_PowerArmor_Reflection_HitSpellAttacker	Reflection Assembly Bleed Spell		Spell	Fire and Forget	Contact	
007954F6	zzz_RD01_PowerArmor_Reflection_HitSpellBleed	Reflection Assembly Bleed Spell		Spell	Fire and Forget	Contact	
007954F4	RD01_PowerArmor_UltraciteBracers_RADAttack	Radiation Attack		Spell	Fire and Forget	Contact	
00795779	Legendary_Weapon_FracturersExplosionSpell	Fracturers Explosion Spell		Spell	Fire and Forget	Contact	
0079724E	RD01_Enc05_UltraciteCrystalHazardSpell	Ultracite Hazard		Spell	Fire and Forget	Contact	
00797BA6	Legendary_PowerArmor_ChooChooCloakSpell	Choo-Choo's Cloak Spell		Ability	Constant Effect	Self	
00797BA7	Legendary_PowerArmor_ChooChooHitSpell	Choo-Choo's Bloody Mess Spell		Spell	Concentration	Contact	
00797BA9	DEL_WIP4_Legendary_Weapon_DuelistsVATSSpell	Legendary Duelists Lighting		Spell	Fire and Forget	Contact	
007998F4	DEL_WIP4_Legendary_Weapon_StunningStunSpell	Apply Legendary Stunning Spell		Spell	Fire and Forget	Contact	
0079B222	Legendary_Armor_TankyDebuffSpell	Tanky's Damage Debuff Spell		Spell	Fire and Forget	Self	
0079B57B	Legendary_Armor_MiasmaCloakSpell	Miasma		Ability	Constant Effect	Self	
0079B8C7	DEL_WIP4_Legendary_Armor_AeroFlightFortifySpell	Aero Flight Apply Spell		Ability	Constant Effect	Self	
0079B98B	Legendary_PowerArmor_ReflectiveRecieveSpell	Reflective Armor Recieve Ballistic Damage Spell		Ability	Fire and Forget	Target Actor	
0079B98A	Legendary_PowerArmor_ReflectiveReflectSpell	Reflective Armor Reflect Ballistic Damage Spell		Ability	Constant Effect	Self	
0079BDC7	DEL_WIP4_Legendary_Armor_PolishedApplyPerkSpell	Apply Legendary Polished Spell (Armor)		Ability	Constant Effect	Self	
0079C1D8	AbEpicCloak	AbEpicCloak		Ability	Constant Effect	Self	
0079C1D9	AbEpicBurn	AbEpicBurn		Ability	Constant Effect	Self	
0079C1DA	AbEpicBurnDoT	AbEpicBurnDoT		Spell	Fire and Forget	Contact	
0079C1DB	AbEpicVampire	AbEpicVampire		Ability	Constant Effect	Self	
0079C1DC	AbEpicSpeed	AbEpicSpeed		Ability	Constant Effect	Self	
0079C381	AbEpicFrenzy	AbEpicFrenzy		Ability	Constant Effect	Self	
0079C389	AbEpicEnergetic	AbEpicEnergy		Ability	Constant Effect	Self	
0079C388	AbEpicEnergeticDoT	AbEpicEnergyDoT		Spell	Fire and Forget	Contact	
0079C812	AbEpicAbsorbingExplosive	AbEpicAbsorbExplosive		Ability	Constant Effect	Self	
0079C814	AbEpicAbsorbingMelee	AbEpicAbsorbMelee		Ability	Constant Effect	Self	
0079C813	AbEpicAbsorbingApplyHealth	AbEpicAbsorbHealth		Spell	Fire and Forget	Self	
0079C815	AbEpicAbsorbingEnergy	AbEpicAbsorbEnergy		Ability	Constant Effect	Self	
0079C816	AbEpicAbsorbingFire	AbEpicAbsorbFire		Ability	Constant Effect	Self	
0079C811	AbEpicAbsorbingBallistic	AbEpicAbsorbBallistic		Ability	Constant Effect	Self	
007A2BAA	PT_RaidTeamBonus	Raid Team Bonus		Ability	Fire and Forget	Self	
007A7702	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_ArmLeft	Apply Legendary Polished Damage Resist Spell (Left Arm)		Ability	Constant Effect	Self	
007A7701	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_LegRight	Apply Legendary Polished Damage Resist Spell (Right Leg)		Ability	Constant Effect	Self	
007A76FF	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_Torso	Apply Legendary Polished Damage Resist Spell (Torso)		Ability	Constant Effect	Self	
007A7703	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_ArmRight	Apply Legendary Polished Damage Resist Spell (Right Arm)		Ability	Constant Effect	Self	
007A7700	DEL_WIP4_Legendary_Armor_PolishedApplyDamageResistSpell_LegLeft	Apply Legendary Polished Damage Resist Spell (Left Leg)		Ability	Constant Effect	Self	
007A83ED	crRD01_Enc06_ScorchtongueProjectileHazard	Poisonous Sludge		Spell	Concentration	Contact	
007AA9B5	RD01_Enc06_LavaHazard_Spell	Fire Hazard		Spell	Fire and Forget	Contact	
007AAD21	DEL_WIP4_Legendary_PowerArmor_AutoRepairSpell	Apply Legendary Auto Repair Spell		Spell	Fire and Forget	Self	
007ABE17	SentryBot_FusionCorePerkSpell			Ability	Constant Effect	Self	
007AC46B	Legendary_Weapon_ElectriciansExplosionSpell	Electrician's Weapon Explosion		Ability	Constant Effect	Self	
007AC998	AbPerkFirstAid	First Aid		Ability	Constant Effect	Self	
007AC9DD	DEL_WIP4_Legendary_Weapon_ToppersApplyReloadSpell	Toppers Reload Spell		Ability	Constant Effect	Self	
007ACA0A	Legendary_Weapon_PinPointersDamageSpell	Electricians Explosion Spell		Ability	Constant Effect	Self	
007ACAFF	AbPerkSerendipity	Serendipity		Ability	Constant Effect	Self	
007ACAFC	AbAdamantiumSkeleton	Adamantium Skeleton		Ability	Constant Effect	Self	
007ACB0D	Legendary_Weapon_ConductorsPlayerRestoreSpell	Conductor's Player Restore Spell		Spell	Fire and Forget	Self	
007ACB47	RD01_Enc01_DamagingFloorTelegraphSpell	Electrified Floor Activating		Ability	Constant Effect	Self	
007ACBF9	Legendary_Weapon_EncirclersFortifyDMGSpell	Encircler's Fortify Damage Spell		Ability	Constant Effect	Self	
007ACBF8	Legendary_Weapon_FencersBuffMeleeSpell	Fencer's Melee Buff Spell		Ability	Constant Effect	Self	
007ACD70	Legendary_PowerArmor_RejuvenatorsTeamAP&HPSpell	Rejuvenator's Team Spell		Ability	Concentration	Contact	
007ACD71	DEL_WIP4_Legendary_PowerArmor_RejuvenatorsPlayerSpell	Rejuvenator's Player Spell		Ability	Constant Effect	Self	
007ACD80	DEL_WIP4_Legendary_PowerArmor_RejuvenatorsCloakSpell	Rejuvenator's Cloak Spell		Ability	Constant Effect	Self	
007ACE54	zzz_WIP4_Legendary_PowerArmor_AegisPlayerResistsSpell	Aegis Player Spell		Ability	Constant Effect	Self	
007ACE55	Legendary_PowerArmor_AegisTeamSpell	Aegis Team Spell		Ability	Concentration	Contact	
007ACE53	zzz_WIP4_Legendary_PowerArmor_AegisCloakSpell	Aegis Cloak Spell		Ability	Constant Effect	Self	
007ACE71	AbPerkFourLeafClover	Four Leaf Clover		Ability	Constant Effect	Self	
007ACE7C	AbPerkRicochet	Ricochet		Ability	Constant Effect	Self	
007ACEB5	DEL_WIP4_Legendary_PowerArmor_StalwartsCloakSpell	Stalwart's Cloak Spell		Ability	Constant Effect	Self	
007ACEB6	DEL_WIP4_Legendary_PowerArmor_StalwartsPlayerSpell	Stalwart's Player Spell		Ability	Constant Effect	Self	
007ACEB4	Legendary_PowerArmor_StalwartsTeamDurabilitySpell	Stalwart's Team Spell		Ability	Concentration	Contact	
007AD32C	AbPerkRoastProof	Fireproof		Ability	Constant Effect	Self	
007AD48C	DEL_WIP4_Legendary_PowerArmor_ReflectiveReflectSpell_Melee	Reflective Armor Reflect Melee Damage Spell		Ability	Constant Effect	Self	
007AD48D	DEL_WIP4_Legendary_PowerArmor_ReflectiveRecieveSpell_Melee	Reflective Armor Recieve Melee Damage Spell		Ability	Fire and Forget	Target Actor	
007AE497	RD01_Enc01_DamagingFloorSpell_PlatformSurface	Electrified Floor		Ability	Constant Effect	Self	
007B22BD	RD01_Enc04_HitSquadShieldShader_Spell	Epsilon Shield		Ability	Constant Effect	Self	
007B2C00	Legendary_Weapon_ConductorsApplySpell	Conductor's Apply Spell		Ability	Constant Effect	Self	
007B2C01	Legendary_Weapon_ConductorsTeamRestoreSpell	Conductor's Team Restore Spell		Spell	Concentration	Contact	
007B2C02	Legendary_Weapon_ConductorsCloakSpell	Conductor's Cloak Spell		Spell	Fire and Forget	Self	
007B3F0D	AbPerkPharmacist	Pharmacist		Ability	Constant Effect	Self	
007B945A	DEL_Legendary_Weapon_PolishedSpell	Polished		Ability	Constant Effect	Self	
007B9AF9	RD01_Enc02_CameraShakeSpell	Camera Shake Spell		Spell	Fire and Forget	Self	
007BB06E	RD01_CanteenSpell	Canteen: Restore Thirst	Slowly restores thirst over time	Ability	Constant Effect	Self	
007BCEA8	Legendary_PowerArmor_ReflectiveVFXSpell	Reflective Armor Recieve Ballistic VFX Spell		Spell	Fire and Forget	Self	
00797E69	zzz_GHL_AbPerkGlowingGut	Rad Bonus		Ability	Constant Effect	Self	
00797E67	GHL_AbPerkBattleGenes	Battle Genes Perk		Ability	Constant Effect	Self	
00797E6B	GHL_AbPerkRadioactiveStrength	Radioactive Strength		Ability	Constant Effect	Self	
00797E6C	zzz_GHL_AbBreatheItIn_Spell	Breathe It In		Ability	Constant Effect	Self	
00797E68	GHL_AbPerkActionGhoul	Action Ghoul		Ability	Constant Effect	Self	
00797E65	zzz_GHL_AbPerkTunnelRunner	TunnelRunner		Ability	Constant Effect	Self	
00797E66	GHL_AbPerkUnitedOrdeal	United Ordeal		Ability	Constant Effect	Self	
00797E6A	GHL_AbRadioactiveStrengthUse	Radioactive Strength		Spell	Constant Effect	Self	
0079801D	GHL_LGN_AbPerkActionDiet02	Kill Heal & Satisfy Feral		Spell	Fire and Forget	Self	
0079801C	GHL_LGN_AbPerkActionDiet01	Kill Heal & Satisfy Feral		Spell	Fire and Forget	Self	
0079801E	GHL_LGN_AbPerkActionDiet04	Kill Heal & Satisfy Feral		Spell	Fire and Forget	Self	
0079801F	GHL_LGN_AbPerkActionDiet03	Kill Heal & Satisfy Feral		Spell	Fire and Forget	Self	
007981FC	zzz_GHL_LGN_AbWildCardFreezeSpell	Wild Card Freeze Spell		Spell	Fire and Forget	Self	
007981FD	zzz_GHL_LGN_AbWildCardPoisonSpell	Wild Card Poison Spell		Spell	Fire and Forget	Self	
007981FF	zzz_GHL_LGN_AbWildCardRadiationSpell	Wild Card Radiation Spell		Spell	Fire and Forget	Contact	
007981FE	zzz_GHL_LGN_AbWildCardFireSpell	Wild Card Fire Spell		Spell	Fire and Forget	Self	
007981FA	zzz_GHL_LGN_AbWildCardMasterSpell	Wild Card Master Spell		Spell	Fire and Forget	Self	
007981FB	zzz_GHL_LGN_AbWildCardExplosionSpell	Wild Card Explosion Spell		Spell	Fire and Forget	Contact	
0079841C	GHL_AbRadioactivePowerSpell	Radioactive Power		Spell	Constant Effect	Self	
0079841D	GHL_AbPerkRadiationPower	Radiation Power		Ability	Constant Effect	Self	
0079844A	GHL00_Quest_Blackout_Spell	Blackout	You're blacking out!	Spell	Fire and Forget	Self	
00799B0B	GHL_abPerkBreatheItIn	Breathe It In		Ability	Constant Effect	Self	
00799DFB	GHL_AbPerkMadScientist	Mad Scientist		Ability	Constant Effect	Self	
0079A513	GHL_AbPerkJaguarSpeed	Jaguar Speed		Ability	Constant Effect	Self	
007A1449	zzz_crSSE_BeezlebabyCloak	Slowing Cloak		Ability	Constant Effect	Self	
007A144A	zzz_SSE_SlowSpeedHazard	Slowing Pollen		Spell	Concentration	Contact	
007A18ED	GHL_AbPerkBombScientistRadius	Explosion Radius		Ability	Constant Effect	Self	
007A18EE	zzz_GHL_AbPerkBombScientist	Bomb Scientist		Ability	Constant Effect	Self	
007A18EC	GHL_AbBombScientistSpell	Bomb Scientist Rads Power		Spell	Constant Effect	Self	
007A76BC	GHL_SURV_AbGlowSpell	Glow		Spell	Constant Effect	Self	
007A76BD	zzz_GHL_SURV_AbGlowAbility	Glow		Ability	Constant Effect	Self	
007A76BE	GHL_SURV_FeralLosingIt_VisionVFX_Ability			Ability	Constant Effect	Self	
007A76BF	GHL_SURV_FeralOdd_VisionVFX_Ability			Ability	Constant Effect	Self	
007A76C0	GHL_SURV_FeralStrange_VisionVFX_Ability			Ability	Constant Effect	Self	
007A76C1	GHL_SURV_FeralCrazy_VisionVFX_Ability	Crazy Vision		Ability	Constant Effect	Self	
007A76C2	GHL_SURV_Feral_AbilityBACKUP	Hunger		Ability	Constant Effect	Self	
007A76C3	GHL_SURV_Feral_Ability	Feral		Ability	Constant Effect	Self	
007A76C4	GHL_AbFeralTier	Ghoul Feral Tier		Ability	Constant Effect	Self	
007A76C5	GHL_SURV_FeralMax_VisionVFX_Ability	Feral Strength		Ability	Constant Effect	Self	
007A7C41	GHL_AbDisguisePenaltyUI	Disguise		Ability	Fire and Forget	Self	
007A888A	GHL_AbPerkBloodyVats	Bloody VATS		Ability	Constant Effect	Self	
007A888B	GHL_AbPerkFaultySpots	Faulty Spots		Ability	Constant Effect	Self	
007ABE06	GHL_AbScienceMonsterSpell	Science Monster Rage		Spell	Fire and Forget	Self	
007ACD3A	GHL_SURV_AbRadsHeal	Rad Heals Health		Ability	Constant Effect	Contact	
007ACD3B	GHL_SURV_RadiationImmunity	Radiation Heals		Ability	Constant Effect	Self	
007AD050	crHoneyBeastBehemothHulkingPresence	Hulking Presence		Ability	Constant Effect	Self	
007AD40F	GHL_LGN_AbFeralRageBonuss	Feral Rage Bonus Add Perk		Spell	Constant Effect	Self	
007AD438	GHL_RadUseExplosion	Radiation Explosion		Spell	Fire and Forget	Contact	
007AD439	GHL_AbPerkMadScientistUseSpell	Mad Scientist		Spell	Constant Effect	Self	
007AD43D	GHL_AbRadReaverHit	Rad-Reaver		Spell	Fire and Forget	Contact	
007AD43E	GHL_RadioactiveStrengthExplosion	RadioactiveStrength Explosion		Spell	Fire and Forget	Contact	
007ADC7C	GHL_AbPerkGunTricks	Gun Tricks		Ability	Constant Effect	Self	
007AE64D	GHL_GlowVFX_Charged	Glow VFX		Ability	Constant Effect	Self	
007AE745	GHL_SURV_AbGhoulCharisma	Ghoul Charisma		Ability	Constant Effect	Self	
007AE746	GHL_SURV_AbPerkDiseaseImmunity	Disease Immunity		Ability	Constant Effect	Self	
007AEE1D	GHL_AbPerkGlowingOne01	Glowing One		Spell	Concentration	Contact	
007AEE1E	GHL_AbPerkGlowingOneCloakSpell	Glowing One		Ability	Constant Effect	Self	
007B11BC	ZZZ_SCORE_AbPerk_NukaX_FireResist			Ability	Constant Effect	Self	
007B11BD	ZZZ_SCORE_AbPerk_NukaX_FastReloadSpeed			Ability	Constant Effect	Self	
007B11BE	ZZZ_SCORE_NukaX_PerkFireResistSpell	Hotheaded		Spell	Constant Effect	Self	
007B11B6	ZZZ_SCORE_AbPerk_NukaX_MeleeSpeed			Ability	Constant Effect	Self	
007B11B7	ZZZ_SCORE_NukaX_PerkStaggerResistSpell	Metal Spine		Spell	Fire and Forget	Self	
007B11BB	ZZZ_SCORE_NukaX_PerkStaggerEnemyChanceSpell	Expert Tripper		Spell	Fire and Forget	Self	
007B11B8	ZZZ_SCORE_NukaX_PerkMeleeSpeedSpell	Swinger		Spell	Fire and Forget	Self	
007B11B9	SCORE_Banner_GuaranteedEffectSpell_Human	First Aid		Ability	Constant Effect	Contact	
007B11BA	ZZZ_SCORE_NukaX_PerkFastReloadSpeedSpell	Speedloader		Spell	Fire and Forget	Self	
007B228D	GHL_AbPerkGlowingOne02	Glowing One		Spell	Concentration	Contact	
007B283B	SSE_FireHazard_WeedKiller	Fire Hazard		Spell	Fire and Forget	Contact	
007BBB78	InspirationalAuraEffect	Inspirational (Ally)		Spell	Concentration	Aimed	
007C2877	AbPerkAwareness	Awareness		Ability	Constant Effect	Self	
007C7374	GHL_AbPerkEyeOfTheHunter	Eye of the Hunter		Ability	Constant Effect	Self	
007C7370	GHL_AbPerkPowerfulPresence	Powerful Presence		Ability	Constant Effect	Self	
007C7373	GHL_AbPerkArmsOfSteel	Arms of Steel		Ability	Constant Effect	Self	
007C7371	GHL_AbPerkHyperReflexes	Hyper Reflexes		Ability	Constant Effect	Self	
007C7372	zzz_GHL_AbRadioactiveStrength			Ability	Constant Effect	Self	
007C778D	AbPerkSpiritualHealer	Spiritual Healer		Ability	Constant Effect	Self	
007C778C	SpiritualHealerAuraEffect	Spiritual Healer (Ally)		Spell	Concentration	Aimed	
007CE30D	ZZZ_SCORE_AbPerk_NukaX_ChemDuration	Binger		Ability	Constant Effect	Self	
007CE30E	ZZZ_SCORE_NukaX_ChemDurationSpell	Binger		Spell	Constant Effect	Self	
007CFA2C	ZZZ_SCORE_Banner_GuaranteedEffectSpell_Ghoul	Irradiated First Aid		Ability	Constant Effect	Contact	
007CFA2D	ZZZ_SCORE_Banner_GuaranteedEffectSpell_Master			Spell	Fire and Forget	Self	
007D2390	GHL_FeralPresenceDebuffSpell	Perk Debuffs		Spell	Fire and Forget	Self	
007D32C4	GHL_AbPerkRadSpecialist	Rad Specialist		Ability	Constant Effect	Self	
007D3DEC	ZZZ_SCORE_Banner_UI_GuaranteedEffectSpell_Ghoul			Ability	Constant Effect	Self	
007E8B91	ATX_CooldownSpell_NukaColaMysteryMachine	Nuka-Cola Mystery Machine Cooldown		Spell	Fire and Forget	Self	
007E8B92	ATX_CooldownSpell_BeerMysteryMachine	Beer Mystery Machine Cooldown		Spell	Fire and Forget	Self	
