LSCR_FormID	LSCR_EDID	DESC_Description	ConditionCount	Conditions	BNAM_BackgroundImage	NNAM_LoadingScreenNIF	TNAM_Transform	ONAM_Rotation	ZNAM_Zoom	MOD2_CameraPath	PNAM_Unknown	LSST_LoadingScreenText	RefBy_QUST_FormIDs	RefBy_QUST_EDIDs
004F7BB6	SPECIAL_02_Perception	Perception is your sense of environmental awareness. It affects your hit chance in V.A.T.S. and the distance that hostiles will show up on your compass.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
00501E69	Survival_03	You can craft remedies for diseases at a Cooking Station or Chemistry Station. Without a remedy, a disease will run its course and go away after enough time has passed.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
004FE50F	Survival_05	Raw meat and plant ingredients may satisfy hunger, but cooking them will increase their effectiveness and removes the risk of disease.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
004F7B6E	SPECIAL_05_Agility	Agility is a measure of your overall finesse and reflexes. It determines your Action Points in V.A.T.S. and your ability to sneak.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
004F7BDF	SPECIAL_01_Strength	Strength is a measure of your raw physical power. It affects how much you can carry, and determines the damage of all melee attacks.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountainTopSky.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
004FE4FD	Survival_06	Diseases spread by being attacked by creatures, eating raw food, swimming in or drinking dirty water, or spending too much time in a hazardous environment.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
004F7B65	SPECIAL_06_Luck	Luck is a measure of your general good fortune. It affects the recharge rate of Critical Hits and the Condition and Durability of items you loot.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LSCreatureGrafton [STAT:002982B3]	LSCreatureGrafton01 [TRNS:0003A3CF]				00			
00501E56	Survival_04	Natural water sources are irradiated and carry disease. Drink directly from rivers and streams at your peril. When in doubt, boil it out!	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator2.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003EA3C4	Creature_Assaultron	The RobCo Assaultron is a frontline combat robot with exceptional melee capabilities. But it is her powerful head-mounted laser that, once fully charged, can decimate an enemy.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA91E	Creature_Tick	What's worse than walking through the forest and getting munched on by a Tick? Walking through post-apocalyptic Appalachia and getting munched on by a giant, mutated, irradiated Tick.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA960	Creature_Radtoad	Radtoads use their elongated tongues to ambush prey at a distance. If attacked, they unleash clouds of poison gas and send out swarms of their own offspring to harass opponents.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA94B	Creature_MegaSloth	The enormous Mega Sloth is peaceful by nature, but highly protective of its territory. It's also not nearly as slow as one might expect.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_VaultTec.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA8CB	Creature_RadStag	Radstags have a natural fear of predators and are likely to run as soon as they see you. If cornered, they can employ their sharp hooves to surprisingly deadly effect.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline2.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA8E6	Creature_Stingwing	Stingwings use their impressive speed and poisoned stingers to wear down their opponents, but a well-placed hit or two can easily shatter their frail bodies.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Route89.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA95C	Creature_FlatwoodsMonster	In pre-war West Virginia, near the town of Flatwoods, many claimed to see a dark, mysterious figure with glowing eyes. Was this Flatwoods Monster some kind of demon? Or something far worse?	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road3.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA91C	Creature_Wendigo	Few creatures, real or imagined, terrify West Virginians quite like the Wendigo. Possessing alarming speed, razor-sharp claws and an insatiable hunger for raw flesh, it is truly the stuff of nightmares.  	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA3FD	Creature_Deathclaw	Razor-sharp claws, towering size, and surprising speed have made the Deathclaw one of the most feared predators of the Wasteland.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Route89.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA939	Creature_Snallygaster	A horrifying result of experiments with the experimental Forced Evolutionary Virus, the Snallygaster has six legs, numerous eyes along its back, and an extended tongue covered in acidic goo.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA437	Creature_Mirelurk	While there are actually several Mirelurk species, most are heavily armored and aggressive. If facing one in combat, try to aim for an unprotected area, like the face.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA4D9	Creature_MoleRat	While vulnerable out in the open, Mole Rats can burrow underground in seconds. This allows them to set up ambushes or escape from predators with alarming speed.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA93F	Creature_Mothman	According to local folklore - as well as a statue and museum in Point Pleasant, West Virginia - the Mothman is a terrifying half-man, half-moth hybrid. Pray you never encounter it and learn the truth.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA8B0	Creature_MisterHandy	The pride of General Atomics International, the Mister Handy was designed as the ultimate domestic servant. If needed, however, his various attachments can be used for defense.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA8C0	Creature_Protectron	While RobCo's Protectron robots were meant to replace human workers in areas that were deemed too dangerous, many people in Appalachia actually saw them as a threat to their jobs.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetClear.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA8C6	Creature_Radscorpion	While the venom of their stingers is deadly, the real threat from a Radscorpion is their ability to ambush their prey from underground.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA955	Creature_Liberator	The Liberator robot was deployed by air onto American soil in the days leading up to the Great War. Its purpose was to inspire invading Chinese troops and spread Communist propaganda.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road4.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003E9F9C	Survival_08	Wearing a Gas Mask or Hazmat Suit will eliminate the risk of Disease from sources like smoke inhalation and being submerged in water.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003EA915	Creature_SuperMutant	The first Super Mutants in Appalachia were created right before the Great War, when West Tek poisoned the drinking water of Huntersville with the FEV Virus, in a sinister, secret experiment gone horribly wrong.     	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Stream.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA238	Survival_07	Basic cooking recipes will unlock when you first pick up a new type of raw food.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_ToxicValley.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003EA416	Creature_FeralGhoul	Feral Ghouls were once human beings. Their minds are completely gone, destroyed by radiation, leading only to violent, uncontrollable rage.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_PowerStation.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA93B	Creature_Scorched	The Scorched are human beings afflicted by a strange condition known as the Scorched Plague, and are now controlled by a violent hive mind. But what is the Plague's source? And can it be stopped?	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA8AC	Creature_MisterGutsy	Realizing their robots' enormous military potential, General Atomics International developed the Mister Gutsy as a powerful wartime equivalent to the Mister Handy.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_RedRocket.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA8D1	Creature_SentryBot	The Sentry Bot was designed for one purpose: security through overwhelming firepower. Its only real weakness is the short "cool down" phase after attacking, when its Fusion Core is most vulnerable.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Skyline3.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA4D7	Creature_MissNanny	General Atomics International built the Miss Nanny robot as a female counterpart to the Mister Handy. Both are equally adept in their duties and feature the same interchangeable implements.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyRoute89.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA942	Creature_MoleMiner	Trapped within their deteriorating mining suits, the Mole Miners are frenzied combatants who attack anything they perceive as a threat.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003EA8B3	Creature_MutantHound	Mutant Hounds are typically raised and trained by Super Mutants, who use them as vicious guard and attack dogs.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	CreatureHoneyBeast [STAT:00007311]	LSHoneyBeast [TRNS:00052065]				00			
003C2909	Lore_Fallout03	The Vault-Tec Assisted Targeting System, or V.A.T.S., grants the user increased combat precision and tactical awareness.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CapitolBuilding.DDS	DLC06VaultGirlStatue "Vault-Girl Statue" [STAT:001128BD]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				00			
003C294C	Lore_Fallout01	On October 23rd, 2077, in what came to be known as the "Great War," the world was engulfed in nuclear fire. In the United States, a fortunate minority escaped to the safety of great underground Vaults.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_VaultTec.DDS	DLC06VaultGirlStatue "Vault-Girl Statue" [STAT:001128BD]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				00			
003C2905	Lore_Fallout04	Despite being a land of incredible technological achievement, war and civil strife came to define much of American life by 2077, when things finally erupted into global nuclear Armageddon.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road2.DDS	DLC06VaultGirlStatue "Vault-Girl Statue" [STAT:001128BD]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				00			
003C292C	Lore_Fallout02	Durable, easy to carry, and quickly recognizable, the Nuka-Cola bottle cap is one of the most common currencies used by traders in post-war America.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Park.DDS	DLC06VaultGirlStatue "Vault-Girl Statue" [STAT:001128BD]	DLC06_LSVaultBoyGirl [TRNS:0011227D]				00			
003AA231	Magazine_TelsaScience	Finding an issue of Tesla Science will temporarily give you a unique bonus, like reduced damage from Plasma weapons or increased Radiation Resistance.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_WatchTower.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA566	Weapon_Ripper	A weaponized chainsaw the size of a large knife, the Ripper can tear into opponents, causing devastating melee damage.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road3.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA6BC	Weapon_Type_NonAutomatic	Non-automatic weapons fire one shot with each pull of their trigger. They include the semi-automatic and bolt-action versions of the Assault Rifle, Combat Rifle, and Hunting Rifle.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_VaultTec.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA874	Weapon_Type_Laser	Laser weapons, like the Laser Rifle and Laser Pistol, deal energy damage. They can disintegrate foes, leaving behind piles of ash.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA8E5	Weapon_Type_BlackPowder	Black Powder weapons were considered relics even before the Great War. Extremely slow to reload, they can still be deadly in the hands of an expert.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_AbandonedTruck.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA1A3	Magazine_TumblersToday	Finding an issue of Tumblers Today will temporarily give you a unique bonus, like making your Bobby Pins unbreakable or increasing your effective skill when picking locks.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_KanawhaCounty.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA18E	Magazine_USCovertOps	Finding an installment of the US Covert Ops Training Manual will temporarily give you a unique bonus, like increased damage resistance while sneaking or increased damage to other players.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_ToxicValley.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA550	Weapon_DeathclawGauntlet	A terrifyingly simple idea, the Deathclaw Gauntlet is built from the severed arm of its namesake.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MorningFog.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA1A1	Magazine_Unstoppables	Finding an issue of The Unstoppables will temporarily give you a unique bonus, like the ability to avoid damage from a specific type of weapon.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_VaultTec.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA236	Magazine_ScoutLife	Finding an issue of Scout's Life will temporarily give you a unique bonus, like reduced damage from insects or increased carry weight.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road4.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA5B6	Weapon_AlienBlaster	The Alien Blaster is a powerful energy beam weapon that can completely disintegrate enemies.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_SunsetFog.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA261	Magazine_GunsAndBullets	Finding an issue of Guns and Bullets will temporarily give you a unique bonus, like increased critical damage from ballistic weapons or additional components from scrapping weapons.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MountaintopExcavator.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA787	Weapon_Type_Automatic	Automatic weapons fire continuously as their trigger is pulled. They include the Submachine Gun, and versions of the Assault Rifle and Combat Rifle.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road4.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA29D	Magazine_Backwoodsman	Finding an issue of Backwoodsman will temporarily give you a unique bonus, like cheaper weapon crafting or increased healing from cooked food.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Plane.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA603	Weapon_Chainsaw	The tools of the past have become the weapons of the present. Chainsaws, fire axes, and even rolling pins serve as the arms for many a Wasteland combatant.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_Road.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA2B1	Magazine_BedtimeStories	Finding an issue of Tales from the West Virginia Hills will temporarily give you a unique bonus, like increased damage to a specific type of creature.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_MushroomCloud.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
003AA87C	Weapon_Type_Shotgun	Shotguns, like the pump-action and double-barreled, do more damage the closer you are to the target.	0		data\Textures\Interface\LoadingMenuBackgrounds\LS_CloudyFoggyWoods.DDS	LS_SurvivalFoodStash01 [SCOL:0029BF82]	LSSurvivalFoodStash [TRNS:0029BF84]				00			
